,Policy_ID,Customer_Age,Annual_Income,Vehicle_Age_Property_Age,Claim_History,Premium_Amount,Claim_Amount,Fraudulent_Claim,Risk_Score_Encoded,Policy_Type_Auto,Policy_Type_Health,Policy_Type_Life,Policy_Type_Property,Gender_Female,Gender_Male,Gender_Other
58,81f631d4-a392-41a7-9777-a4774c66e0a8,60,0.5068321327910016,21,3,0.32632384205516857,0.698315338722827,1,2,0,0,1,0,0,1,0
59,5fb8d16c-2720-497d-b2eb-d6899be578c7,53,0.4200886821210986,30,3,0.6777123973705512,0.9044388131778055,1,2,1,0,0,0,0,1,0
60,f4188f3f-8a14-4e62-a95b-4715c333e861,57,0.4057063595662369,26,0,0.304001103016394,0.2100428814850075,0,0,0,0,1,0,0,0,1
61,eb2263dd-87c5-421e-ac24-a3c5c754108f,68,0.464665091889609,14,5,0.2137627981035234,0.4737197011409531,0,2,0,0,1,0,0,0,1
62,7d154385-52fb-443b-9954-6eb400257ad1,75,0.6586781368970754,9,4,0.6642382515411096,0.6201682134826639,1,1,1,0,0,0,0,0,1
63,5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,23,0.22413101762600524,6,1,0.024348642133447188,0.24479160191801708,0,0,0,0,1,0,0,1,0
64,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,48,0.4550856614447273,28,5,0.5759924923722858,0.7195070453882854,1,2,0,1,0,0,0,0,1
65,3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,42,0.2434898113748008,20,5,0.005455038739003201,0.7522089398652639,1,2,0,0,0,1,1,0,0
66,14296c07-f26b-4776-913e-4de2e0c53cb8,67,0.21832696005646157,25,5,0.5182375754988036,0.04966921544086362,0,2,0,0,0,1,0,1,0
67,d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,33,0.1327585875221658,14,5,0.5314204004661134,0.5596781703044211,1,2,0,0,0,1,0,1,0
68,885f6e66-c2b6-42c5-ba5d-310011b7e948,38,0.8305298810110376,17,3,0.8977619441553473,0.7448812307583722,1,1,0,0,0,1,1,0,0
69,a8e56e0c-20de-435d-a031-d750c40db9b4,48,0.7516763280495683,26,5,0.2774175183910193,0.7789877114248097,1,2,0,0,1,0,1,0,0
70,2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,49,0.2741265752913454,2,5,0.28584136133571725,0.2717329886666637,0,2,1,0,0,0,0,0,1
71,9b49bd26-df57-459a-8715-a10343dac043,38,0.13779744043685443,7,3,0.6943554915094423,0.7075497159347245,1,2,0,1,0,0,0,0,1
72,edcd465e-3638-4821-b6e0-7cc06c52c49f,22,0.3304542112053805,14,3,0.06221813038721212,0.8343454508049952,0,2,0,0,0,1,1,0,0
73,b09b2a5c-badc-432a-8159-0f538a0f4efb,42,0.8567130793340924,24,4,0.3805606703493181,0.005233361819397286,0,0,0,1,0,0,0,0,1
74,66245bfa-4fcc-439a-b683-d2e6337ea2df,40,0.8534264188700147,30,3,0.53851439703253,0.7358367383603817,1,1,0,0,0,1,1,0,0
75,5f987c71-a65e-488e-abf3-ad39fec21bbe,69,0.487924466744705,8,3,0.4858987359787936,0.38917484120456347,0,1,1,0,0,0,0,0,1
76,7394988f-847f-49b4-a64d-1bcb702753a1,60,0.7240595177214681,26,3,0.9201113690746225,0.9825546585542205,1,2,0,0,0,1,0,0,1
77,1064005c-3985-43cf-bf76-be1d1efa2197,52,0.5916682150899492,21,0,0.08391375123422197,0.429032205025872,0,0,0,0,0,1,0,1,0
78,8dcdcd03-969b-4662-8562-8059568cc69b,73,0.04963961490573966,12,2,0.21171910442185038,0.3270047084215419,0,1,1,0,0,0,1,0,0
79,01d74256-3860-4ab6-96a4-02f23ae8cc93,66,0.7519095645188785,26,3,0.2523594766009304,0.08143812782797037,0,0,0,0,1,0,1,0,0
80,0f1259e0-a18f-46b6-b535-106e122c9a56,19,1.0,11,1,0.6505194851404122,0.7825550194757254,0,0,0,1,0,0,0,0,1
81,080aadfb-e7c9-4b26-9141-25c63a9bedd4,59,0.9496648455874495,6,0,0.6216898389062347,0.238477881727627,0,0,0,1,0,0,0,1,0
82,839fbc50-1223-4513-9496-f63cdc1110c1,48,0.5637233169417301,6,3,0.699875021126322,0.7681833256670932,1,2,0,1,0,0,0,0,1
83,7c441fe7-ab42-40a7-874a-493b3ceddf2d,28,0.7777116338795682,5,2,0.10808226367428993,0.02506639953128327,0,0,0,1,0,0,0,0,1
84,b92da22b-21df-406f-8a0b-3c3336d8393a,37,0.3962783243313508,22,1,0.07595691119828497,0.6917044598268298,0,1,0,0,0,1,0,0,1
85,93829b43-922f-415a-a1e3-db63ef7ddc76,58,0.6970501785885251,9,5,0.6007503180067426,0.1206871384017674,0,1,0,1,0,0,0,1,0
86,7914c120-c8dc-419f-be35-11287900f7f9,80,0.3467892706553828,13,5,0.3707447139718375,0.5065781954486194,1,2,0,1,0,0,0,0,1
87,1825bc54-30be-445f-a835-14f2ceb81f9d,39,0.8222852637139987,3,3,0.9613855309155925,0.636534399629133,1,1,0,0,0,1,0,1,0
88,5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,71,0.43514119118396166,23,4,0.9660755744135778,0.270096009130512,0,1,1,0,0,0,1,0,0
89,dd2467ac-778e-4db3-a93d-ffbc6c6fa611,69,0.4645506142041955,26,5,0.592809044734431,0.3224518841506133,0,2,0,0,0,1,0,0,1
90,a748dbcf-ac61-4e63-8dde-29a6baa4b71a,33,0.8816315188481199,7,3,0.5701660751296489,0.6692210551981318,0,1,0,0,1,0,0,1,0
91,0f844fef-1931-49ee-a56c-0941fbf24050,39,0.8509293708820143,5,3,0.21217943586048615,0.7991969095494617,1,1,0,0,0,1,0,1,0
92,ccf3a171-56dc-4907-ba6c-34ab6712303a,39,0.5555384682274106,16,1,0.08558161876551114,0.7212400701470996,0,0,0,0,1,0,1,0,0
93,310c0c00-3fa7-4104-9bf9-0e27dc96925e,49,0.6904614012268849,20,5,0.49108246826604035,0.7942847678693239,1,2,1,0,0,0,0,0,1
94,23e2fcb4-72d8-467d-894a-05e430b187ef,23,0.40403100449359663,7,2,0.6643449950631122,0.36928726424306535,0,1,1,0,0,0,1,0,0
95,766ecb15-474e-4c19-aef9-12766c006f61,53,0.4251501081005167,23,4,0.33093605173502694,0.7039763925253958,1,2,0,0,1,0,0,0,1
96,134c6c92-ec5b-427c-9fde-4fbf3ff350bf,35,0.23003298447384574,23,1,0.3156828472055435,0.7441048484991881,0,1,0,0,1,0,1,0,0
97,db20a56e-dc81-4fe7-8eda-8bbb71710434,78,0.1910056567210633,23,3,0.2766058228591252,0.5904184564028878,0,2,1,0,0,0,0,0,1
98,a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,66,0.9805877203195057,26,1,0.29636671736983955,0.36112702953180054,0,0,0,0,1,0,0,0,1
99,03c72ba8-d605-4770-8a63-f881ffd0f9d5,37,0.2738402420811075,1,4,0.2922526441259929,0.945828489298878,1,2,1,0,0,0,0,1,0
100,c0e9ab30-ed26-42e9-97e0-11b7f8102383,58,0.8727131567274571,18,2,0.4696425871071615,0.4409185532501583,0,0,0,1,0,0,1,0,0
101,680ac07a-2a93-4d62-bc83-5dc0d9441fa5,29,0.9411100988444483,15,0,0.8226145046655815,0.4010553745823837,0,0,0,0,1,0,0,1,0
102,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,22,0.15116075035535897,25,4,0.9497171296666933,0.08472131044984053,0,2,0,1,0,0,0,0,1
103,2a25a888-0f02-4ad0-a706-7ef466aa9385,33,0.6061043015699177,25,4,0.22575587756518023,0.5232325172630761,0,1,0,0,0,1,0,1,0
104,63f2ae24-fc3d-4348-808d-4127610461e3,46,0.8601503566266234,13,2,0.5689451960967452,0.05970684351285703,0,0,0,0,1,0,1,0,0
105,c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,79,0.9476417763600855,6,5,0.2110830909365854,0.661440991138575,1,1,0,1,0,0,0,0,1
106,b253d218-6c4a-47ea-8906-17f2747b6dba,28,0.5517366859783128,5,0,0.4087187219242298,0.6904580775636354,0,0,1,0,0,0,0,1,0
107,c88a618e-fed4-457d-bb02-6576f512c4c3,48,0.23097187941001796,22,2,0.7033997811757798,0.45451586991907733,0,1,0,1,0,0,1,0,0
108,7c967f79-b7e9-4aca-a970-65e18e46d534,61,0.7877555357105329,20,4,0.6615652158442968,0.935380613783111,1,2,0,0,1,0,0,1,0
109,37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,45,0.6474534302662988,29,2,0.8271333137636876,0.07091485982009266,0,0,1,0,0,0,0,1,0
110,bc594585-9445-48c0-8ef8-c2d6f7fd5646,28,0.438810314978763,14,5,0.3042168138837741,0.40286118517799646,0,2,0,0,1,0,1,0,0
111,504867ba-bf7b-439b-8f9a-ea4b8acd4e10,35,0.4374146768732503,19,0,0.8899696670491641,0.73573648238683,0,0,0,0,0,1,0,0,1
112,7a0ecfea-958c-49ba-8cd6-20c20ea2622b,56,0.09071375252292917,30,5,0.836466700468782,0.5759938274402203,1,2,0,1,0,0,1,0,0
113,87f7e1fb-da4b-49ca-ab5c-f46780bacd64,78,0.5760102919831483,24,1,0.4707456035011875,0.6524993613694484,0,1,0,0,1,0,0,1,0
114,82010c62-f5f5-4b22-8e8f-a8e0284d82e5,76,0.9970353670997472,13,5,0.8147377222711464,0.9708579946318942,1,2,1,0,0,0,1,0,0
115,118a9d29-2f92-4996-99f1-95d014822f53,48,0.3328830952097399,21,0,0.8582579457209191,0.3299700796072532,0,0,0,0,0,1,1,0,0
116,dca02eec-acda-4acc-9165-e21098543881,62,0.6624138679124331,12,4,0.03663081863386082,0.08760747941644606,0,0,0,0,1,0,1,0,0
117,f10c718b-1eb0-438a-a75d-d5af3c365296,34,0.9702538157653176,12,4,0.8254276412350225,0.00047621587437044247,0,0,0,1,0,0,1,0,0
118,94340a03-3f07-4814-91d6-3f78e3e9de99,73,0.4128843161567878,6,4,0.3619472687001308,0.7577017641442131,1,2,0,0,0,1,0,0,1
119,14fcdd54-9e8f-4965-8a2c-827e98326856,58,0.2030322075378691,17,1,0.9282483388039386,0.4385597307044345,0,1,0,1,0,0,1,0,0
120,90b2b633-956b-4c0c-a849-9b926b5252e3,62,0.02820782431350362,20,4,0.7997958530141701,0.7109219258611086,1,2,0,1,0,0,1,0,0
121,42c18a62-ef48-48d5-90fd-9d3f85d51695,37,0.5519960538279748,2,1,0.9928793175530826,0.9145889284521239,1,1,0,1,0,0,0,0,1
122,506e5a9a-b758-488d-ab73-295b344a54b8,47,0.49807834276787355,22,2,0.5091443617182149,0.27344696479050307,0,1,1,0,0,0,0,1,0
123,21813d25-6552-48a6-83ff-50113d1a85dd,71,0.2432360589919803,17,1,0.3837696474795185,0.9235502083920667,1,1,0,0,0,1,1,0,0
124,750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,50,0.8640136310175704,8,3,0.34002704169224063,0.78905601782471,1,1,1,0,0,0,0,0,1
125,ef8c485b-c07a-40f2-add4-253b50f0fd0a,35,0.7259305801533389,26,4,0.5802488903121358,0.6609523435234842,1,2,0,0,1,0,0,1,0
126,9f044aed-7552-4327-8262-7f7312922f83,73,0.5383146082533574,11,2,0.5522220443163522,0.5441433066906425,0,1,0,0,0,1,0,1,0
127,19985f15-ff00-4d4d-9020-59e4ff9ab5c2,47,0.9808519252544667,7,4,0.383153648404629,0.8575264364976658,1,1,1,0,0,0,1,0,0
128,8181a8cc-3691-47eb-89a2-688b12c136e0,44,0.7445992274674389,22,3,0.3862625534829521,0.6647099374122009,0,1,0,0,1,0,0,1,0
129,5958a499-eeea-463e-a1e8-ac6843e42caf,70,0.4950291442729077,1,1,0.5025596207046852,0.5910133753499435,0,0,1,0,0,0,0,0,1
130,3e896c64-e117-4ac3-919c-4ea3e1805081,73,0.09910509474070943,29,3,0.015264323646358699,0.14384666931609788,0,1,0,0,0,1,0,1,0
131,702cdd20-2862-48b8-88f4-ef125e9953d2,73,0.07420227845621143,25,2,0.3387127620775847,0.6938000101860069,0,2,1,0,0,0,0,0,1
132,4d71c366-b41b-4143-8b10-550cd5704f32,59,0.8523189487312326,27,4,0.3801892918456844,0.31679403853919824,0,0,0,0,1,0,0,1,0
133,ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,63,0.6172547283620774,7,5,0.6847997224668428,0.2874368838518505,0,2,0,1,0,0,1,0,0
134,aaf91531-0200-41f0-8768-a84fa76afde6,32,0.4336242923538802,3,5,0.7043048772894261,0.1000867414683169,0,2,0,1,0,0,0,0,1
135,ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,28,0.9034413248765514,1,2,0.7966246808813456,0.29344101359591307,0,0,0,0,1,0,0,0,1
136,e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,41,0.24370297672005364,13,4,0.6821978491180316,0.1798399674047779,0,2,1,0,0,0,1,0,0
137,e3c43657-1d8c-4bac-83b4-09ef2260e70f,29,0.6195074201444476,7,3,0.9133931986585897,0.1428064133345257,0,0,0,0,0,1,0,1,0
138,27cb6f2a-8da0-4097-be0f-051b1b66b5a9,47,0.4592432196573809,21,0,0.8994631690372623,0.4657663947590989,0,0,0,0,1,0,0,0,1
139,35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,36,0.07323519498846827,30,2,0.9882693316965994,0.299242225249507,0,1,1,0,0,0,0,0,1
140,afffcfd2-341e-440b-97c7-00aab7b56ea7,79,0.456506430154323,9,1,1.0,0.8548419825498461,1,1,0,0,1,0,1,0,0
141,81627cf1-4394-42e6-9a58-7e8aa25d6b29,24,0.5716826018047999,18,2,0.9933129631112176,0.2953087823831807,0,1,0,0,0,1,0,1,0
142,e87d1c78-e7c4-41c7-8049-7b717d106c60,80,0.2740094288692151,18,5,0.7787784982965513,0.9754172352851299,1,2,0,0,0,1,0,0,1
143,a2607723-17a0-4f49-8d01-280fd89a40c0,76,0.8328013651477886,28,2,0.7762055346516158,0.23002971186032178,0,0,0,0,0,1,0,0,1
144,0b49452d-46d4-43f3-9450-281c6c6f7633,69,0.6364280449090567,19,2,0.6781593858689368,0.7220960556492837,1,1,1,0,0,0,1,0,0
145,217d65a0-c568-41cd-9563-f61600e85ece,60,0.6280517699339899,28,5,0.6467122995223228,0.30904585587923084,0,2,1,0,0,0,0,0,1
146,295d6fbf-430f-401d-bad4-09e2a319dcb4,46,0.7322442552384244,2,2,0.3268620073119312,0.41588884740519494,0,0,0,0,1,0,0,1,0
147,b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,30,0.5305804424520842,29,2,0.830978304379153,0.25695004485452255,0,0,0,0,1,0,0,1,0
148,1ca3c448-0279-46a6-8f97-97b06d7ce3c9,70,0.746454833465825,10,0,0.46857515188713644,0.0748144161673585,0,0,0,0,1,0,1,0,0
149,b0e6a969-e213-42b0-b1ee-dba313432e61,66,0.9673365529417874,25,4,0.36594570312847463,0.7920282064166229,1,1,0,0,0,1,0,1,0
150,093923de-8bab-4e3b-a628-6bfbe767dcea,18,0.45445500559934315,21,5,0.6727310330104342,0.5853785886124453,1,2,0,1,0,0,1,0,0
151,8d7248e2-951f-48d0-9e84-f058d5a804eb,70,0.10774618623623504,7,3,0.024949074444711297,0.8858204768414716,1,2,0,0,1,0,0,0,1
152,0ab54bde-20a0-4502-ae06-809725e97977,53,0.6474711106470474,20,3,0.9099484962506337,0.30228599660653577,0,1,1,0,0,0,1,0,0
153,eededb07-e623-4689-9d59-cd2a4eea04e7,44,0.04469800408516873,1,2,0.996550849945294,0.11573990713088658,0,1,1,0,0,0,0,1,0
154,0a368ce7-dc57-4131-b8e1-daa7cbceabde,33,0.38826349638536295,11,5,0.9499706455314494,0.6975890844504187,1,2,1,0,0,0,0,0,1
155,ae9bec36-35c7-436c-9b99-62c6e61fecc0,52,0.8854170662821907,20,0,0.8342006244496036,0.6165503764210782,0,0,1,0,0,0,1,0,0
156,5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,78,0.6901324794265418,6,3,0.4449225664700806,0.23603925542695608,0,1,0,1,0,0,1,0,0
157,dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,41,0.5442045101872909,20,2,0.06050133874167178,0.27590985303677346,0,0,0,0,1,0,0,1,0
158,bfddc3d9-9ee3-4c2a-b94d-62046808593f,79,0.09106057709874739,6,5,0.6398606997037867,0.9729014118848243,1,2,0,0,0,1,0,1,0
159,3c9ad14c-ee0c-4eb5-acfe-db992790cebd,21,0.9889044491065793,25,4,0.20526112134069863,0.8312641837138581,1,1,1,0,0,0,1,0,0
160,ccc56569-f9e8-4369-a999-b735dd56cc94,53,0.8130001170908235,7,2,0.7748334356292085,0.7899847891636927,0,1,1,0,0,0,0,1,0
161,698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,56,0.8583884344067326,4,1,0.540511390423327,0.7998800537532428,1,0,0,0,1,0,0,1,0
162,ecab3301-bc8f-4d29-adea-94930658663a,25,0.13122150637066377,11,1,0.5891842126330958,0.015143664804980075,0,0,0,1,0,0,0,0,1
163,696608aa-ee49-4329-884a-7b28550a1b46,34,0.7416097975551925,16,0,0.7461083090936584,0.4767873334196871,0,0,1,0,0,0,0,1,0
164,bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,67,0.4516722915852841,7,4,0.04330228875901758,0.7845541235883458,1,2,0,1,0,0,1,0,0
165,28c13091-444d-410b-bf87-e362cf8d446a,73,0.4577140335186659,30,0,0.06077486901680319,0.47953033685606083,0,0,0,0,1,0,0,0,1
166,61ee411a-1bac-47a7-b386-f7a4c991603f,43,0.4899653831488625,29,3,0.07345066225460108,0.08031947167508081,0,0,0,1,0,0,1,0,0
167,787f2425-dbcc-4477-89e9-db0adf465290,56,0.12560553914097145,19,5,0.5856928099342638,0.7132979924342832,1,2,0,1,0,0,0,1,0
168,eb1fa9f2-d10b-41d0-b317-347038f16a81,42,0.4533836190049193,19,3,0.09915583664683013,0.7028980392738741,0,2,0,0,1,0,0,0,1
169,d20eac17-4e20-4d1a-9983-36e375d66ed4,72,0.42971976374118637,28,1,0.4140180930269794,0.8288594439322478,1,1,1,0,0,0,0,0,1
170,39118497-3a43-42ba-9f0f-06cbcb9bc326,43,0.3121069242709261,10,5,0.254979140536742,0.9553558144654932,1,2,0,1,0,0,1,0,0
