,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Claim_ID,Claim_Date,Policyholder_ID,Claim_Amount,Suspicious_Flags,Fraud_Label,Claim_Type_Home Damage,Claim_Type_Medical,Claim_Type_Vehicle,Claim_Year,Claim_Month,Claim_Day,Annual_Income,Policy_Issuance_Date,Days_Since_Issuance,Short_Period_Claim,Elliptic_Anomaly,Isolation_Anomaly,LOF_Anomaly,Fraud_Probability_Score,policy_issue_Year,policy_issue_Month,policy_issue_Day,Claim_to_Income_Ratio
10,10,10,10,ab9099a4-35a2-40ae-9af3-05535ec42e08,2021-07-04,12476f57-a5e5-45ab-aefc-fad8efc89849,0.6286685011660073,1,1,0,0,1,2021,7,4,0.05527558125811399,2021-03-15,111,1,Anomaly,1,Anomaly,0.1256989032741607,2021,3,15,11.37334944033219
11,11,11,11,88bd6407-2bcf-4e01-a28d-efe39bf00273,2023-10-27,451b4cf3-6123-4df7-b656-af7229d4beef,0.04481766753601994,0,0,0,1,0,2023,10,27,0.8302608285141035,2023-06-23,126,1,Normal,0,Normal,0.0,2023,6,23,0.05398022645031799
12,12,12,12,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2022-12-16,c4b032cc-d7c5-44a5-9304-317faf42e12f,0.8557492166409881,0,0,0,1,0,2022,12,16,0.537153310515756,2021-12-19,362,1,Normal,0,Normal,0.0,2021,12,19,1.5931191335660342
13,13,13,13,d261a7ab-3aa2-44f9-8e51-f30dc6a7ee39,2020-05-01,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,0.8345042652413239,0,0,0,1,0,2020,5,1,0.913489909123097,2017-10-31,913,0,Normal,1,Anomaly,0.0,2017,10,31,0.9135341911356248
14,14,14,14,9132b63e-f162-47e4-a9c3-49e03602f8ac,2024-07-22,7fcd9eb1-a7ca-4415-b66e-b16f508ebad7,0.2663639209822835,0,0,1,0,0,2024,7,22,0.36612769975215387,2022-02-16,887,0,Normal,0,Normal,0.0,2022,2,16,0.7275164407462086
15,15,15,15,a491f0b2-ea1f-4a65-a27a-984d654821d0,2022-06-20,beb79919-3f22-4af8-a3be-d01d43cf2fde,0.170354452877133,0,0,1,0,0,2022,6,20,0.027115543491089328,2019-12-06,927,0,Normal,0,Normal,0.0,2019,12,6,6.282538756160821
16,16,16,16,bf3c4c06-4343-48bc-89fa-6a688fb5d27b,2023-02-05,5cabcc97-663f-4c97-9562-69f0e5d7b875,0.26933929893036557,0,0,1,0,0,2023,2,5,0.17466658798536527,2022-06-16,234,1,Normal,0,Normal,0.0,2022,6,16,1.542019581632479
17,17,17,17,2369b584-ff5e-4ff0-bf50-bde4382567b8,2022-09-20,dc713d96-0c0f-4195-817a-f08a1745d6d8,0.32377078458947695,0,0,0,1,0,2022,9,20,0.05434910893426176,2020-10-04,716,0,Anomaly,0,Anomaly,0.0,2020,10,4,5.957241819384667
18,18,18,18,28f49481-a0a0-4dc4-a720-9bdf1c11f735,2024-02-19,62801c45-1043-4a10-98ae-43346c12ace8,0.31492540001752606,0,0,0,0,1,2024,2,19,0.6237224123687006,2022-05-25,635,0,Normal,0,Normal,0.0,2022,5,25,0.5049127524879841
19,19,19,19,77d21e02-ff01-4f99-988c-24c961b1cd22,2022-10-26,f143262f-dc5c-4eed-8da0-365bf89897b9,0.5670995084008588,0,0,1,0,0,2022,10,26,0.5987135607222943,2021-09-09,412,0,Normal,0,Normal,0.0,2021,9,9,0.9471966990637459
20,20,20,20,1d53434b-b881-49b9-ae27-0da702f06b90,2023-08-01,c4c2e2e3-444e-47c8-8039-87108976e334,0.3952466404558711,0,0,1,0,0,2023,8,1,0.7771450489791102,2021-08-14,717,0,Normal,0,Normal,0.0,2021,8,14,0.5085879926470398
21,21,21,21,4b22d308-1c8e-4ee9-9715-bd6fa4161293,2022-05-07,b8db0672-f42d-47cc-80d4-af5974273ca3,0.24597746184596878,0,0,1,0,0,2022,5,7,0.6237873244423463,2020-07-11,665,0,Normal,0,Normal,0.0,2020,7,11,0.3943290480707793
22,22,22,22,f8cda88b-436d-46e2-b83c-fe0be037e5ed,2022-09-04,1b3dbd5c-e9a1-4a6f-81f7-6d1c2dbc2134,0.4281067371809518,0,0,1,0,0,2022,9,4,0.4196270506314175,2021-11-04,304,1,Normal,0,Normal,0.0,2021,11,4,1.020207673782648
23,23,23,23,d777a477-4c66-40a8-a013-ac6ededa4e16,2023-05-15,5fb8d16c-2720-497d-b2eb-d6899be578c7,0.9982216945973474,1,0,1,0,0,2023,5,15,0.22641331287619498,2020-12-01,895,0,Anomaly,1,Anomaly,0.7947248482215078,2020,12,1,4.4088471738549435
24,24,24,24,f4188f3f-8a14-4e62-a95b-4715c333e861,2024-01-25,99546eb4-0025-4ad1-ab22-63dd87c5421e,0.8615445453664184,0,0,0,1,0,2024,1,25,0.40626696565561193,2023-07-11,198,1,Normal,1,Normal,0.0,2023,7,11,2.120636473546659
25,25,25,25,1ca35cfb-04fc-4d82-bd15-438552fbe43b,2024-10-26,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,0.4218218533435359,0,0,0,1,0,2024,10,26,0.36917856721350173,2022-11-25,701,0,Normal,0,Normal,0.0073227681364596,2022,11,25,1.1425957268521219
26,26,26,26,3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,2024-07-25,bb5e4bcf-15ed-4269-9429-6c07f26b4776,0.4677932842914737,0,0,0,0,1,2024,7,25,0.46158385459695506,2024-02-01,175,1,Normal,0,Normal,0.0,2024,2,1,1.0134524412686414
27,27,27,27,fa5d3100-11b7-4948-90e6-e6607c69dee1,2023-12-23,a8e56e0c-20de-435d-a031-d750c40db9b4,0.01041321568090154,0,0,1,0,0,2023,12,23,0.2259589283606751,2021-12-23,730,0,Normal,1,Normal,0.0,2021,12,23,0.04608455065904716
28,28,28,28,2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,2021-07-01,f6e07cc0-6c52-449f-9b49-bd26df57c59a,0.7511236595165445,0,0,1,0,0,2021,7,1,0.8755517526259884,2018-12-12,932,0,Normal,0,Normal,0.0,2018,12,12,0.8578860784228295
29,29,29,29,c1590f53-8a0f-4efb-adcd-465e36386821,2023-10-28,66245bfa-4fcc-439a-b683-d2e6337ea2df,0.157350581971541,0,0,0,1,0,2023,10,28,0.2558184822376962,2022-09-13,410,0,Normal,0,Normal,0.0,2022,9,13,0.615086840462673
30,30,30,30,5f987c71-a65e-488e-abf3-ad39fec21bbe,2022-05-13,3f76be1d-1efa-4197-b394-988f847fd9b4,0.26276885814255224,0,0,1,0,0,2022,5,13,0.49441756166647,2020-04-15,758,0,Normal,0,Normal,0.005789003180799,2020,4,15,0.5314715303737814
31,31,31,31,05628059-568c-469b-9064-005c3985c3cf,2023-02-11,01d74256-3860-4ab6-96a4-02f23ae8cc93,0.10551177532840567,0,0,1,0,0,2023,2,11,0.1475805499822967,2021-11-07,461,0,Normal,0,Normal,0.0,2021,11,7,0.7149436381763216
32,32,32,32,0f1259e0-a18f-46b6-b535-106e122c9a56,2021-04-26,5496f63c-dc11-40c1-880a-adfbe7c99b26,0.6089640596929382,0,0,0,1,0,2021,4,26,0.9715862150359966,2019-11-02,541,0,Normal,0,Normal,0.0,2019,11,2,0.6267730544842863
33,33,33,33,474a493b-3ced-4f2d-839f-bc501223b513,2023-07-09,b92da22b-21df-406f-8a0b-3c3336d8393a,0.9541056755000433,1,0,1,0,0,2023,7,9,0.35482119674259416,2022-04-03,462,0,Anomaly,0,Normal,0.0,2022,4,3,2.688975980745033
34,34,34,34,93829b43-922f-415a-a1e3-db63ef7ddc76,2022-07-15,683514f2-ceb8-4f9d-b914-c120c8dcd19f,0.4883855630015334,0,0,0,1,0,2022,7,15,0.6303021361973328,2020-08-23,691,0,Normal,0,Normal,0.0,2020,8,23,0.774843578903295
35,35,35,35,a8b317fa-18d0-452b-9825-bc5430beb45f,2022-04-30,dd2467ac-778e-4db3-a93d-ffbc6c6fa611,0.832054870648368,1,0,0,0,1,2022,4,30,0.045462055942405294,2021-03-02,424,0,Anomaly,1,Anomaly,0.0,2021,3,2,18.30218307114128
36,36,36,36,a748dbcf-ac61-4e63-8dde-29a6baa4b71a,2025-02-04,ba6c34ab-6712-403a-8f84-4fef1931e9ee,0.24021127571505094,0,0,1,0,0,2025,2,4,0.29865454974625283,2022-06-11,969,0,Normal,1,Anomaly,0.0,2022,6,11,0.8043114558915734
37,37,37,37,1bf90e27-dc96-425e-8cf3-a17156dc8907,2021-06-01,23e2fcb4-72d8-467d-894a-05e430b187ef,0.4857657651823304,0,0,0,1,0,2021,6,1,0.5717219402808923,2019-09-04,636,0,Normal,0,Normal,0.0,2019,9,4,0.8496538805973918
38,38,38,38,766ecb15-474e-4c19-aef9-12766c006f61,2021-06-03,ceda8bbb-7171-4434-934c-6c92ec5b227c,0.12489585064096503,0,0,1,0,0,2021,6,3,0.3070459105393603,2019-08-31,642,0,Normal,0,Normal,0.0,2019,8,31,0.40676604492654395
39,39,39,39,19108be5-8ce2-4ea3-9b20-a56edc815fe7,2020-06-04,03c72ba8-d605-4770-8a63-f881ffd0f9d5,0.2644392954696825,0,0,1,0,0,2020,6,4,0.10973681104685473,2020-02-10,115,1,Anomaly,0,Anomaly,0.030015903812426,2020,2,10,2.409759249854398
40,40,40,40,c0e9ab30-ed26-42e9-97e0-11b7f8102383,2024-06-01,7b3a4e3e-7c52-4a17-a80a-c07a2a935d62,0.539166129181431,0,0,1,0,0,2024,6,1,0.7254101262834888,2023-04-06,422,0,Normal,0,Normal,0.0,2023,4,6,0.7432569654682847
41,41,41,41,e7067ef4-66aa-4385-9d59-ba7136b82481,2020-06-19,63f2ae24-fc3d-4348-808d-4127610461e3,0.39861301488033013,0,0,1,0,0,2020,6,19,0.217927534521421,2017-09-29,994,0,Normal,0,Normal,0.0,2017,9,29,1.8291080829033506
42,42,42,42,c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,2022-06-13,bb026576-f512-44c3-b253-d2186c4a37ea,0.5174071347952257,0,0,0,1,0,2022,6,13,0.9859140800188835,2021-06-21,357,1,Normal,0,Normal,0.0,2021,6,21,0.5247994173947852
43,43,43,43,a97065e1-8e46-4534-888a-618efed4057d,2023-10-07,37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,0.019983522291352685,0,0,1,0,0,2023,10,7,0.0292399386285849,2022-04-01,554,0,Normal,0,Normal,0.0,2022,4,1,0.6834324293627907
44,44,44,44,bc594585-9445-48c0-8ef8-c2d6f7fd5646,2022-11-19,0cd620c2-0ea2-422b-9048-67babf7b539b,0.07003107126760773,0,0,1,0,0,2022,11,19,0.305771273456863,2021-11-12,372,0,Normal,0,Normal,0.0234773844514707,2021,11,12,0.2290309042961403
45,45,45,45,eb5cf467-80ba-4d64-ba0e-cfea958ca9ba,2024-06-08,82010c62-f5f5-4b22-8e8f-a8e0284d82e5,0.03038054764196946,0,0,0,0,1,2024,6,8,0.23786734332585863,2021-11-10,941,0,Normal,1,Anomaly,0.0,2021,11,10,0.1277205488453731
46,46,46,46,118a9d29-2f92-4996-99f1-95d014822f53,2023-02-24,675dd5af-3c36-4296-9ca0-2eecacdabacc,0.6690781489028724,1,0,0,1,0,2023,2,24,0.0361737283134663,2021-07-10,594,0,Anomaly,1,Anomaly,0.0,2021,7,10,18.496245206049068
47,47,47,47,91d63f78-e3e9-4e99-b10c-718b1eb0e38a,2021-05-27,14fcdd54-9e8f-4965-8a2c-827e98326856,0.8828625556314926,0,0,1,0,0,2021,5,27,0.795338132892718,2019-09-20,615,0,Normal,0,Normal,0.0,2019,9,20,1.1100468079160748
48,48,48,48,90b2b633-956b-4c0c-a849-9b926b5252e3,2022-10-15,ab73295b-344a-44b8-82c1-8a62ef48e8d5,0.8078434459822784,0,0,0,1,0,2022,10,15,0.9036114717337425,2022-06-09,128,1,Normal,0,Normal,0.0,2022,6,9,0.8940163679333157
49,49,49,49,43ff5011-3d1a-45dd-906e-5a9ab758588d,2022-02-25,750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,0.6590654415173901,0,0,0,0,1,2022,2,25,0.5677209961052756,2021-04-26,305,1,Normal,0,Normal,0.0,2021,4,26,1.1608967187029595
50,50,50,50,ef8c485b-c07a-40f2-add4-253b50f0fd0a,2020-07-14,902059e4-ff9a-45c2-9f04-4aed75523327,0.7292829039624011,0,0,1,0,0,2020,7,14,0.7431783311695975,2019-09-11,307,1,Normal,0,Normal,0.0,2019,9,11,0.9813027013511978
51,51,51,51,89a2688b-12c1-46e0-9998-5f15ff002d4d,2021-03-28,5958a499-eeea-463e-a1e8-ac6843e42caf,0.05963222450483392,0,0,1,0,0,2021,3,28,0.8230850938274519,2018-07-28,974,0,Normal,1,Normal,0.0,2018,7,28,0.07244964700737852
52,52,52,52,3e896c64-e117-4ac3-919c-4ea3e1805081,2022-01-08,8b10550c-d570-4f32-b02c-dd20286218b8,0.24800995543409207,0,0,0,1,0,2022,1,8,0.5368287501475274,2021-11-20,49,1,Normal,1,Normal,0.0,2021,11,20,0.4619908217768437
53,53,53,53,fbddcf7c-9c96-49ec-8d71-c366b41b3143,2025-02-09,aaf91531-0200-41f0-8768-a84fa76afde6,0.18272588900597644,0,0,0,0,1,2025,2,9,0.9779416971556709,2023-11-09,458,0,Normal,1,Normal,0.0,2023,11,9,0.18684742611694746
54,54,54,54,ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,2023-06-29,43b409ef-2260-470f-a0cc-edc5f05db76e,0.4428298187836569,0,0,1,0,0,2023,6,29,0.8778354773987962,2021-05-25,765,0,Normal,0,Normal,0.0866376153621879,2021,5,25,0.5044565071530842
55,55,55,55,be0f051b-1b66-45a9-a3c4-36571d8cbbac,2022-12-09,35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,0.5404601413294405,0,0,0,1,0,2022,12,9,0.5324029269444117,2022-05-04,219,1,Normal,0,Normal,0.0702491459355754,2022,5,4,1.0151336778542355
56,56,56,56,afffcfd2-341e-440b-97c7-00aab7b56ea7,2023-05-06,40497b71-7d10-4c60-8162-7cf1439472e6,0.8491154311859356,0,0,0,1,0,2023,5,6,0.9408591998111648,2021-09-05,608,0,Normal,0,Normal,0.0,2021,9,5,0.9024893749844369
57,57,57,57,0d01280f-d89a-40c0-a87d-1c78e7c421c7,2020-08-19,0b49452d-46d4-43f3-9450-281c6c6f7633,0.8650983228639237,1,0,0,1,0,2020,8,19,0.30017113183052047,2018-06-13,798,0,Anomaly,0,Normal,0.0,2018,6,13,2.882017060029499
58,58,58,58,217d65a0-c568-41cd-9563-f61600e85ece,2023-05-12,711c21c9-bdc1-4f1f-a95d-6fbf430f801d,0.0010709903483369816,0,0,0,0,1,2023,5,12,0.3102266021479995,2022-08-04,281,1,Normal,0,Normal,0.0,2022,8,4,0.0034522840430881076
59,59,59,59,8f9797b0-6d7c-43c9-b4a6-9f3c8d3aed99,2020-03-21,b0e6a969-e213-42b0-b1ee-dba313432e61,0.4547284972681853,0,0,0,0,1,2020,3,21,0.598471615720524,2019-02-06,409,0,Normal,0,Normal,0.0058539617868403,2019,2,6,0.7598163142970773
60,60,60,60,093923de-8bab-4e3b-a628-6bfbe767dcea,2024-05-06,6e068097-25e9-4977-8d72-48e2951f58d0,0.7836652114932726,0,0,1,0,0,2024,5,6,0.8884338486958574,2023-06-19,322,1,Normal,0,Normal,0.2640977299504863,2023,6,19,0.8820749149119251
61,61,61,61,5d59cd2a-4eea-44e7-8ab5-4bde20a04502,2024-09-01,0a368ce7-dc57-4131-b8e1-daa7cbceabde,0.29614684305761674,0,0,0,1,0,2024,9,1,0.3519886698926,2022-09-02,730,0,Normal,0,Normal,0.0,2022,9,2,0.8413533400037508
62,62,62,62,ae9bec36-35c7-436c-9b99-62c6e61fecc0,2021-06-02,8f5486b7-c7b5-42bc-9a8a-aeca1a50aec3,0.7482162809556585,0,0,0,1,0,2021,6,2,0.39652425351115306,2018-10-28,948,0,Normal,0,Normal,0.0,2018,10,28,1.886936988923966
63,63,63,63,f94d6204-6808-493f-9fed-2c43e256a6dc,2023-04-11,3c9ad14c-ee0c-4eb5-acfe-db992790cebd,0.47654739587644424,0,0,1,0,0,2023,4,11,0.5708190723474567,2021-09-24,564,0,Normal,0,Normal,0.0259806474684029,2021,9,24,0.8348484116283532
64,64,64,64,ccc56569-f9e8-4369-a999-b735dd56cc94,2024-03-24,2dea9493-0658-463a-a98c-206fe1a47e10,0.07916565561427023,0,0,0,1,0,2024,3,24,0.5424347928714741,2023-09-25,181,1,Normal,0,Normal,0.0,2023,9,25,0.1459450180088797
65,65,65,65,c84a7b28-550a-4b46-acab-3301bc8f7d29,2024-10-29,bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,0.8622621817562905,1,0,0,0,1,2024,10,29,0.2845214209843031,2024-01-03,300,1,Anomaly,0,Anomaly,0.0,2024,1,3,3.0305703478258006
66,66,66,66,28c13091-444d-410b-bf87-e362cf8d446a,2024-02-10,09e9db0a-df46-4290-a1ee-411a1bac27a7,0.8907808414155124,0,0,0,1,0,2024,2,10,0.648737165112711,2023-12-07,65,1,Normal,1,Normal,0.825069557304114,2023,12,7,1.373099753365832
67,67,67,67,33173470-38f1-4a81-b87f-2425dbccc477,2024-04-03,d20eac17-4e20-4d1a-9983-36e375d66ed4,0.08104090061950274,0,0,1,0,0,2024,4,3,0.9891183760179394,2023-03-21,379,0,Normal,0,Normal,0.0514641314993526,2023,3,21,0.08193245882839904
68,68,68,68,39118497-3a43-42ba-9f0f-06cbcb9bc326,2020-04-16,475287aa-5408-49ac-a601-ddd03170f437,0.9352787499284083,1,0,0,1,0,2020,4,16,0.08617372831346631,2018-11-10,523,0,Anomaly,1,Anomaly,0.0,2018,11,10,10.853409365395335
69,69,69,69,c5f8bc16-f786-4b50-91c5-8ef0dd463c09,2021-07-26,adf4e62d-6651-429e-8268-690ba43825b5,0.2649982666227639,0,0,0,1,0,2021,7,26,0.35611353711790394,2020-08-01,359,1,Normal,0,Normal,0.0,2020,8,1,0.7441398290203914
70,70,70,70,54c63cd8-8945-4f27-97fa-2d8dfb2ca025,2024-11-13,42deffcc-f86c-4ca2-a085-96db1d870966,0.31565072681428336,0,0,0,1,0,2024,11,13,0.03114599315472677,2023-05-05,558,0,Anomaly,0,Anomaly,0.0904425411407478,2023,5,5,10.13455327130513
71,71,71,71,fbc9f87a-f668-4617-94a1-875d2db69edb,2021-07-02,587ef344-6f3f-420c-98b8-e4cc1bc044fc,0.5629058080988484,0,0,0,1,0,2021,7,2,0.43909477162752275,2020-03-12,477,0,Normal,0,Normal,0.0,2020,3,12,1.2819688242071636
72,72,72,72,6fb78271-504d-481f-8953-5b63ba81edd9,2023-03-16,e645f129-629c-4ae3-9d9a-f65982ec9f2d,0.2645833894092169,0,0,0,0,1,2023,3,16,0.9017467248908297,2021-11-16,485,0,Normal,0,Normal,0.0119336184550746,2021,11,16,0.2934120880131267
73,73,73,73,0b5cea6a-4135-4e8c-b0a9-00ad939b462d,2023-09-19,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,0.3690954118425385,0,0,0,1,0,2023,9,19,0.7548625044258233,2021-09-10,739,0,Normal,0,Normal,0.0,2021,9,10,0.4889571407753076
74,74,74,74,f0b5156b-b82c-4074-afd5-dea589d7fd6c,2023-11-19,6e6981a3-5d3d-4e56-b270-e4faabae4f43,0.30196645727847427,0,0,1,0,0,2023,11,19,0.6346099374483654,2022-12-26,328,1,Normal,0,Normal,0.0,2022,12,26,0.47583001692759275
75,75,75,75,ebb7a385-aa0b-4b14-b2e9-702d11e9cdaa,2021-10-28,1fe771d6-d917-4793-a9d3-c2e6505cc686,0.5544993838567431,0,0,1,0,0,2021,10,28,0.44884338486958575,2020-06-17,498,0,Normal,0,Normal,0.0,2020,6,17,1.2353961371578561
76,76,76,76,81d2c7de-4ce1-4b90-a669-7833b841d0a0,2021-09-20,b27c4026-6703-4636-9380-b904688c7015,0.26384753889777446,0,0,0,1,0,2021,9,20,0.8205299185648531,2020-10-13,342,1,Normal,0,Normal,0.0319283374514721,2020,10,13,0.321557487336058
77,77,77,77,311c6eb6-2095-4ef6-8ded-f9fb4bb00f20,2022-04-11,bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,0.28116876375292665,0,0,0,1,0,2022,4,11,0.5800719933907706,2019-12-30,833,0,Normal,0,Normal,0.0,2019,12,30,0.48471356479283567
78,78,78,78,91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,2021-09-04,4dcabfb7-001a-4a8b-956f-03508c459ce2,0.6342766291975201,0,0,0,0,1,2021,9,4,0.7194500177032929,2020-10-18,321,1,Normal,0,Normal,0.7093648722857104,2020,10,18,0.8816131956217438
79,79,79,79,c9277d9b-6e0d-4648-b5ce-884149732d6c,2023-01-27,7118e364-7709-4749-927e-ecfaa79ac9aa,0.9086843110235304,1,0,0,1,0,2023,1,27,0.26079310751799833,2022-01-16,376,0,Anomaly,1,Anomaly,0.0,2022,1,16,3.4843110681551224
80,80,80,80,82dc4c8e-36b5-429a-acf5-e81e71316269,2022-07-16,bc67f831-cbc8-4759-b5b7-8cc7e6b3c944,0.42324012627648105,0,0,0,0,1,2022,7,16,0.9080668004248791,2021-02-08,523,0,Normal,0,Normal,0.0,2021,2,8,0.4660891974890498
81,81,81,81,48a639d0-15b5-4908-a8aa-71582b70e525,2022-10-01,17e8392a-55ce-45db-9e87-e04ca2086977,0.12996382877835252,0,0,0,0,1,2022,10,1,0.25410126283488726,2021-06-04,484,0,Normal,0,Normal,0.0,2021,6,4,0.5114647102828523
82,82,82,82,3c20592f-c04a-46c4-b3b6-3fe1d1843324,2023-07-16,25b8fd4b-32fa-4de8-8e7a-e7f639820cff,0.705833031957081,0,0,1,0,0,2023,7,16,0.8371651127109643,2023-04-05,102,1,Normal,0,Normal,0.0,2023,4,5,0.8431228454699995
83,83,83,83,fbe33b24-3eae-4032-8bd4-a9900640be0f,2022-07-20,74962764-12a4-4ef0-84bb-b7a9d98868dd,0.07428933051162859,0,0,1,0,0,2022,7,20,0.6701404461229789,2022-02-05,165,1,Normal,0,Normal,0.0,2022,2,5,0.11085635994875558
84,84,84,84,935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,2021-02-22,664fa663-7e8f-4095-a24c-69b6b24445a7,0.8349895703916096,1,0,1,0,0,2021,2,22,0.20915260238404343,2020-08-08,198,1,Anomaly,0,Anomaly,0.0,2020,8,8,3.9922504471563403
85,85,85,85,b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,2020-03-14,e2add909-c521-4f2d-9c45-d539c03f3538,0.04081501313136976,0,0,0,0,1,2020,3,14,0.08814469491325388,2017-06-22,996,0,Normal,1,Anomaly,0.0,2017,6,22,0.46304559986891064
86,86,86,86,3805f907-6cd6-4193-8746-8f591b494e15,2021-01-19,76ecbdd6-8498-4113-b227-462cf53d4330,0.861143632312742,0,0,0,0,1,2021,1,19,0.835896376726071,2019-02-20,699,0,Normal,0,Normal,0.5026801887592349,2019,2,20,1.030203810292319
87,87,87,87,eadf5085-3fcb-4546-8eb2-25790cdb1ca4,2024-05-31,76f2dbfe-cd29-436f-a222-82e174daaebf,0.24888484040685485,0,0,0,1,0,2024,5,31,0.015590699870175834,2023-05-12,385,0,Anomaly,1,Anomaly,0.0,2023,5,12,15.963673374468462
88,88,88,88,8f15ba58-fce6-4504-87f8-424daae65fc1,2023-02-24,714c7df4-e434-4d51-8158-1092f335cba3,0.8751786248783447,0,0,1,0,0,2023,2,24,0.347362209370943,2020-08-31,907,0,Anomaly,0,Normal,0.6966860893249127,2020,8,31,2.5194986710363603
89,89,89,89,e45b712e-b822-4688-90a4-44329cd6c852,2022-09-12,722764e6-8c41-461b-a827-a1b9d4a02e53,0.23606978922820895,0,0,0,1,0,2022,9,12,0.31937920453204294,2022-05-17,118,1,Normal,0,Normal,0.0,2022,5,17,0.7391520358193026
90,90,90,90,dc8aee30-be60-43f7-a8be-9288e5af6e39,2022-07-19,d701410d-3f4b-4a70-8074-718e425a609f,0.8818939691222067,0,0,0,1,0,2022,7,19,0.39642983594948666,2020-08-07,711,0,Normal,0,Normal,0.0,2020,8,7,2.224590303628353
