,Claim_ID,Policyholder_ID,Claim_Amount,Claim_Type,Suspicious_Flags,Fraud_Label,Year,Month,Day,Month_name
19,77d21e02-ff01-4f99-988c-24c961b1cd22,f143262f-dc5c-4eed-8da0-365bf89897b9,40349.77,Vehicle,False,0,2023,4,28,April
20,1d53434b-b881-49b9-ae27-0da702f06b90,c4c2e2e3-444e-47c8-8039-87108976e334,10943.65,Home Damage,False,0,2024,2,1,February
21,4b22d308-1c8e-4ee9-9715-bd6fa4161293,b8db0672-f42d-47cc-80d4-af5974273ca3,32944.21,Vehicle,False,0,2022,11,7,November
22,f8cda88b-436d-46e2-b83c-fe0be037e5ed,1b3dbd5c-e9a1-4a6f-81f7-6d1c2dbc2134,13611.57,Medical,False,1,2023,3,7,March
23,d777a477-4c66-40a8-a013-ac6ededa4e16,5fb8d16c-2720-497d-b2eb-d6899be578c7,44942.23,Vehicle,False,0,2023,11,15,November
24,f4188f3f-8a14-4e62-a95b-4715c333e861,99546eb4-0025-4ad1-ab22-63dd87c5421e,49867.63,Medical,False,0,2024,7,27,July
25,1ca35cfb-04fc-4d82-bd15-438552fbe43b,ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,37911.22,Medical,True,0,2025,4,28,April
26,3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,bb5e4bcf-15ed-4269-9429-6c07f26b4776,39707.93,Vehicle,True,1,2025,1,25,January
27,fa5d3100-11b7-4948-90e6-e6607c69dee1,a8e56e0c-20de-435d-a031-d750c40db9b4,19390.15,Vehicle,False,0,2024,6,24,June
28,2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,f6e07cc0-6c52-449f-9b49-bd26df57c59a,34174.03,Medical,False,1,2022,1,1,January
29,c1590f53-8a0f-4efb-adcd-465e36386821,66245bfa-4fcc-439a-b683-d2e6337ea2df,6021.83,Vehicle,True,1,2024,4,29,April
30,5f987c71-a65e-488e-abf3-ad39fec21bbe,3f76be1d-1efa-4197-b394-988f847fd9b4,660.64,Home Damage,False,0,2022,11,13,November
31,05628059-568c-469b-9064-005c3985c3cf,01d74256-3860-4ab6-96a4-02f23ae8cc93,25630.24,Medical,False,0,2023,8,14,August
32,0f1259e0-a18f-46b6-b535-106e122c9a56,5496f63c-dc11-40c1-880a-adfbe7c99b26,8065.54,Medical,True,1,2021,10,27,October
33,474a493b-3ced-4f2d-839f-bc501223b513,b92da22b-21df-406f-8a0b-3c3336d8393a,24685.98,Medical,False,1,2024,1,9,January
34,93829b43-922f-415a-a1e3-db63ef7ddc76,683514f2-ceb8-4f9d-b914-c120c8dcd19f,12352.89,Medical,True,0,2023,1,15,January
35,a8b317fa-18d0-452b-9825-bc5430beb45f,dd2467ac-778e-4db3-a93d-ffbc6c6fa611,36729.43,Medical,True,0,2022,10,31,October
36,a748dbcf-ac61-4e63-8dde-29a6baa4b71a,ba6c34ab-6712-403a-8f84-4fef1931e9ee,33157.67,Home Damage,True,1,2025,8,7,August
37,1bf90e27-dc96-425e-8cf3-a17156dc8907,23e2fcb4-72d8-467d-894a-05e430b187ef,26619.85,Home Damage,False,0,2021,12,2,December
38,766ecb15-474e-4c19-aef9-12766c006f61,ceda8bbb-7171-4434-934c-6c92ec5b227c,46481.22,Home Damage,True,1,2021,12,4,December
39,19108be5-8ce2-4ea3-9b20-a56edc815fe7,03c72ba8-d605-4770-8a63-f881ffd0f9d5,20250.12,Home Damage,False,1,2020,12,5,December
40,c0e9ab30-ed26-42e9-97e0-11b7f8102383,7b3a4e3e-7c52-4a17-a80a-c07a2a935d62,45030.9,Vehicle,True,0,2024,12,2,December
41,e7067ef4-66aa-4385-9d59-ba7136b82481,63f2ae24-fc3d-4348-808d-4127610461e3,11622.52,Vehicle,True,0,2020,12,20,December
42,c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,bb026576-f512-44c3-b253-d2186c4a37ea,29627.79,Medical,True,0,2022,12,14,December
43,a97065e1-8e46-4534-888a-618efed4057d,37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,11832.62,Medical,False,0,2024,4,8,April
44,bc594585-9445-48c0-8ef8-c2d6f7fd5646,0cd620c2-0ea2-422b-9048-67babf7b539b,25950.73,Vehicle,False,0,2023,5,22,May
45,eb5cf467-80ba-4d64-ba0e-cfea958ca9ba,82010c62-f5f5-4b22-8e8f-a8e0284d82e5,27192.08,Home Damage,False,0,2024,12,9,December
46,118a9d29-2f92-4996-99f1-95d014822f53,675dd5af-3c36-4296-9ca0-2eecacdabacc,39338.66,Vehicle,True,0,2023,8,27,August
47,91d63f78-e3e9-4e99-b10c-718b1eb0e38a,14fcdd54-9e8f-4965-8a2c-827e98326856,5298.08,Vehicle,False,1,2021,11,27,November
48,90b2b633-956b-4c0c-a849-9b926b5252e3,ab73295b-344a-44b8-82c1-8a62ef48e8d5,20849.56,Home Damage,True,0,2023,4,17,April
49,43ff5011-3d1a-45dd-906e-5a9ab758588d,750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,3500.33,Home Damage,False,0,2022,8,28,August
50,ef8c485b-c07a-40f2-add4-253b50f0fd0a,902059e4-ff9a-45c2-9f04-4aed75523327,12808.49,Medical,False,0,2021,1,14,January
51,89a2688b-12c1-46e0-9998-5f15ff002d4d,5958a499-eeea-463e-a1e8-ac6843e42caf,21383.14,Vehicle,False,0,2021,9,28,September
52,3e896c64-e117-4ac3-919c-4ea3e1805081,8b10550c-d570-4f32-b02c-dd20286218b8,43787.05,Medical,False,0,2022,7,11,July
53,fbddcf7c-9c96-49ec-8d71-c366b41b3143,aaf91531-0200-41f0-8768-a84fa76afde6,3004.12,Home Damage,True,0,2025,8,12,August
54,ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,43b409ef-2260-470f-a0cc-edc5f05db76e,46355.17,Medical,True,1,2023,12,30,December
55,be0f051b-1b66-45a9-a3c4-36571d8cbbac,35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,24539.24,Medical,False,0,2023,6,11,June
56,afffcfd2-341e-440b-97c7-00aab7b56ea7,40497b71-7d10-4c60-8162-7cf1439472e6,8649.54,Medical,False,1,2023,11,6,November
57,0d01280f-d89a-40c0-a87d-1c78e7c421c7,0b49452d-46d4-43f3-9450-281c6c6f7633,46362.64,Vehicle,False,1,2021,2,19,February
58,217d65a0-c568-41cd-9563-f61600e85ece,711c21c9-bdc1-4f1f-a95d-6fbf430f801d,34981.28,Home Damage,False,0,2023,11,12,November
59,8f9797b0-6d7c-43c9-b4a6-9f3c8d3aed99,b0e6a969-e213-42b0-b1ee-dba313432e61,9899.94,Medical,True,0,2020,9,21,September
60,093923de-8bab-4e3b-a628-6bfbe767dcea,6e068097-25e9-4977-8d72-48e2951f58d0,37524.79,Medical,True,1,2024,11,6,November
61,5d59cd2a-4eea-44e7-8ab5-4bde20a04502,0a368ce7-dc57-4131-b8e1-daa7cbceabde,25391.09,Home Damage,True,0,2025,3,4,March
62,ae9bec36-35c7-436c-9b99-62c6e61fecc0,8f5486b7-c7b5-42bc-9a8a-aeca1a50aec3,48058.56,Medical,True,0,2021,12,3,December
63,f94d6204-6808-493f-9fed-2c43e256a6dc,3c9ad14c-ee0c-4eb5-acfe-db992790cebd,29954.24,Home Damage,True,1,2023,10,12,October
64,ccc56569-f9e8-4369-a999-b735dd56cc94,2dea9493-0658-463a-a98c-206fe1a47e10,6434.39,Home Damage,True,0,2024,9,24,September
65,c84a7b28-550a-4b46-acab-3301bc8f7d29,bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,31159.38,Vehicle,False,1,2025,5,1,May
66,28c13091-444d-410b-bf87-e362cf8d446a,09e9db0a-df46-4290-a1ee-411a1bac27a7,10610.83,Home Damage,False,0,2024,8,12,August
67,33173470-38f1-4a81-b87f-2425dbccc477,d20eac17-4e20-4d1a-9983-36e375d66ed4,13647.92,Medical,False,1,2024,10,4,October
68,39118497-3a43-42ba-9f0f-06cbcb9bc326,475287aa-5408-49ac-a601-ddd03170f437,16150.77,Medical,True,1,2020,10,17,October
69,c5f8bc16-f786-4b50-91c5-8ef0dd463c09,adf4e62d-6651-429e-8268-690ba43825b5,31247.38,Home Damage,True,0,2022,1,26,January
70,54c63cd8-8945-4f27-97fa-2d8dfb2ca025,42deffcc-f86c-4ca2-a085-96db1d870966,27112.9,Home Damage,False,0,2025,5,16,May
71,fbc9f87a-f668-4617-94a1-875d2db69edb,587ef344-6f3f-420c-98b8-e4cc1bc044fc,46696.34,Medical,True,1,2022,1,2,January
72,6fb78271-504d-481f-8953-5b63ba81edd9,e645f129-629c-4ae3-9d9a-f65982ec9f2d,14606.88,Vehicle,False,0,2023,9,16,September
73,0b5cea6a-4135-4e8c-b0a9-00ad939b462d,ce777f00-ecf2-4e76-8519-7ff4006ed6e3,33559.23,Home Damage,False,0,2024,3,21,March
74,f0b5156b-b82c-4074-afd5-dea589d7fd6c,6e6981a3-5d3d-4e56-b270-e4faabae4f43,46977.04,Medical,False,0,2024,5,21,May
75,ebb7a385-aa0b-4b14-b2e9-702d11e9cdaa,1fe771d6-d917-4793-a9d3-c2e6505cc686,44540.78,Home Damage,True,1,2022,4,30,April
76,81d2c7de-4ce1-4b90-a669-7833b841d0a0,b27c4026-6703-4636-9380-b904688c7015,14446.94,Medical,False,0,2022,3,23,March
77,311c6eb6-2095-4ef6-8ded-f9fb4bb00f20,bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,34531.11,Vehicle,False,1,2022,10,12,October
78,91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,4dcabfb7-001a-4a8b-956f-03508c459ce2,45314.16,Medical,True,1,2022,3,7,March
79,c9277d9b-6e0d-4648-b5ce-884149732d6c,7118e364-7709-4749-927e-ecfaa79ac9aa,41552.73,Medical,True,1,2023,7,30,July
80,82dc4c8e-36b5-429a-acf5-e81e71316269,bc67f831-cbc8-4759-b5b7-8cc7e6b3c944,38670.4,Home Damage,False,0,2023,1,16,January
81,48a639d0-15b5-4908-a8aa-71582b70e525,17e8392a-55ce-45db-9e87-e04ca2086977,37190.93,Home Damage,False,0,2023,4,3,April
82,3c20592f-c04a-46c4-b3b6-3fe1d1843324,25b8fd4b-32fa-4de8-8e7a-e7f639820cff,6037.76,Home Damage,True,0,2024,1,16,January
83,fbe33b24-3eae-4032-8bd4-a9900640be0f,74962764-12a4-4ef0-84bb-b7a9d98868dd,41812.45,Home Damage,True,1,2023,1,20,January
84,935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,664fa663-7e8f-4095-a24c-69b6b24445a7,6808.55,Vehicle,False,0,2021,8,25,August
85,b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,e2add909-c521-4f2d-9c45-d539c03f3538,44996.77,Medical,True,0,2020,9,14,September
86,3805f907-6cd6-4193-8746-8f591b494e15,76ecbdd6-8498-4113-b227-462cf53d4330,18007.09,Home Damage,False,0,2021,7,22,July
87,eadf5085-3fcb-4546-8eb2-25790cdb1ca4,76f2dbfe-cd29-436f-a222-82e174daaebf,46325.31,Medical,True,0,2024,12,1,December
88,8f15ba58-fce6-4504-87f8-424daae65fc1,714c7df4-e434-4d51-8158-1092f335cba3,44130.1,Medical,True,1,2023,8,27,August
89,e45b712e-b822-4688-90a4-44329cd6c852,722764e6-8c41-461b-a827-a1b9d4a02e53,39228.13,Vehicle,True,1,2023,3,15,March
90,dc8aee30-be60-43f7-a8be-9288e5af6e39,d701410d-3f4b-4a70-8074-718e425a609f,8380.29,Home Damage,True,1,2023,1,19,January
91,c715b2b9-c40c-4d91-86fd-e062a33dc7af,709b7d97-464c-44af-bd3f-3799a07295e9,43672.26,Vehicle,True,0,2023,4,14,April
92,3c07c574-4925-4af1-b6aa-e05b13d5f2f7,14a0bccb-8a47-4a87-a49d-681d51d87c64,40921.04,Vehicle,False,1,2022,1,13,January
93,620e99d3-3b33-43d8-a69c-d696236c7b87,6a34c854-1071-4d51-b6c5-9dacb4d7e28e,41116.55,Medical,True,0,2024,2,23,February
94,7746d0ba-8ae8-405b-94b4-a48268586eba,63b4c08b-6b8e-469f-9538-5b0e34f3193c,33171.64,Vehicle,False,1,2022,10,3,October
95,f2311f17-9586-4a76-8511-55ffe7a37e81,9360715f-c3fe-4183-a172-b725db52ca58,43285.47,Vehicle,False,1,2024,2,26,February
96,f1578470-0182-47c4-ba1b-58066160a6b4,e4429ebb-da7b-4095-a3d6-2a39c0e3befd,34136.15,Home Damage,False,0,2022,6,8,June
97,89c8d2ab-6b44-4a8d-95f2-5073f41402b1,e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,6209.42,Vehicle,True,1,2024,5,31,May
98,45df16b6-382c-443f-bcfc-9b793875394c,ab3b4d37-560c-45ee-a38c-254c076e2bba,2393.73,Home Damage,False,1,2022,11,9,November
99,b963f37f-6781-4c1f-8c53-0e36addc3e13,fb10987f-20ac-4703-ab67-146a77a6e17c,36562.98,Vehicle,False,0,2021,7,2,July
100,e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,157d94a1-06f0-48ff-a9ba-5a27907bfe36,19567.17,Home Damage,True,1,2022,8,24,August
101,dde9f863-22bd-4388-adb9-9102a48b3dbe,53cd6268-610c-4373-8299-9aa40cdf742b,2697.13,Vehicle,True,0,2022,12,26,December
102,56666f9f-53ac-4ab9-b467-2cd9362f5e5c,f3821cfd-c083-473a-873b-d358610e6a64,18528.96,Medical,False,1,2024,6,25,June
103,d5bcb8d0-4094-4ded-abeb-ac31d4f8fd72,0d557b61-8a17-4dfe-bfc0-0dc804f64d86,33337.68,Medical,False,1,2021,1,31,January
104,39669fa7-5997-4043-b3b1-025bfff9f585,0a4e5b70-a6d9-44a3-b510-ab53c7fee39f,33511.2,Vehicle,False,1,2023,12,5,December
105,3f4df561-f319-4125-87f1-94f9c1156d6d,3d114802-2702-478b-9f0f-da8d05379ff6,27943.42,Medical,False,1,2021,9,3,September
106,1d48a071-ab61-47b1-b93b-4c3220500494,41992fdf-b310-42f0-b70c-779837cc863b,34027.24,Medical,False,1,2023,7,1,July
107,9b1bc895-2af4-4ab7-9e6f-ea07c4536f1d,c71d5e60-1d52-46ab-b7e6-427cbf780e3f,27622.89,Medical,False,1,2023,9,18,September
108,4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,93676a02-4fdc-4e1b-adcb-8cb60692dc63,10904.04,Home Damage,False,1,2021,3,20,March
109,60141de9-f54a-40a2-a874-66d7ad66a1bd,9793b9b4-1374-4146-b2c5-bd89b70b3420,22368.41,Home Damage,True,1,2022,8,29,August
110,3e2b6091-a092-452a-94a0-57a7b0cc1b3b,af2b99b4-d9ac-4158-8d34-85c5c5c14eb4,39789.9,Home Damage,True,0,2021,3,9,March
111,cbd58bf6-1efd-46e9-8e37-14af99b49350,8861fe18-58e2-4888-8a83-81bec85aca46,14547.43,Home Damage,False,0,2025,8,6,August
112,11a72609-5edd-4bbf-a959-76636daa2e68,6b88f83d-d97d-49cd-833d-2bce575aed2c,41011.96,Medical,False,0,2023,3,17,March
113,6efb63b1-1b04-4863-bd7d-dbedd284476c,75b17a55-d426-4982-a43e-4288a2b5b498,40424.86,Medical,True,0,2025,6,25,June
114,2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,9dac6e83-4524-4ea6-a684-6099f7294951,12619.71,Vehicle,True,1,2024,5,6,May
115,c64ee6e3-89c5-431a-ab6c-1016cee624d0,97ac6aa8-bb24-48a3-9363-57b66f81cf4f,21014.83,Home Damage,True,1,2023,2,4,February
116,3ed8c56c-da09-4fa0-9282-8d8044b591f7,7367c28d-e1b2-44de-8767-d76c162f8a24,24971.67,Medical,True,0,2024,10,30,October
117,91e1aa96-76f7-4255-801f-36bf3e6dd58b,7e8adee7-0758-4201-961e-16d16105716b,44686.66,Medical,False,0,2023,9,24,September
118,7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,4797b2c9-5720-4246-8223-623bcc3ebdde,9206.39,Home Damage,False,0,2021,9,26,September
119,e14eb70d-b380-473a-989d-9d4ae15ca666,30e912f2-f2b4-4abf-8441-aefd0299436a,28091.59,Medical,False,0,2022,1,21,January
120,680bac63-b856-4035-bdc9-829015eabb27,79e13cea-b0cb-461f-bd85-de89c2171429,40170.12,Home Damage,False,1,2023,2,13,February
121,72bb912d-7da6-4785-b63b-4dc3a559e463,6786d506-38ba-4abc-8b53-05e517d2582e,30826.29,Home Damage,False,1,2024,8,22,August
122,a9f948b2-4e63-44bb-be49-3f43b118f68d,58007c02-87ea-4ff5-8db0-674679279973,44911.8,Home Damage,False,1,2023,8,2,August
123,8ce6424d-bef5-4fe6-bf23-3d5f6cedd15d,4e7ed827-455a-4762-b428-a656b3ee4d3b,13329.98,Medical,False,1,2022,5,1,May
124,b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,f36cb62b-892e-4161-be2d-740a1e9b23bc,31524.05,Vehicle,False,0,2021,8,21,August
125,3108d448-2f65-4afa-b0ae-8f08c31edbbc,96ef2ad6-b97e-4703-86c8-adfe7bf47042,35820.47,Medical,False,1,2021,10,4,October
126,98c7472a-864e-4a13-829c-fc0cfa02eaec,4bd6cee6-31b1-4099-9527-21e719bc143e,16325.62,Home Damage,True,0,2022,2,3,February
127,4d6168bd-2def-4193-9c62-b3a23a3c563e,0ba6eab9-4639-447b-a067-bdac88bd13d1,7966.12,Vehicle,True,0,2020,9,29,September
128,4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,c0b6fce2-de53-490a-a34b-6cf62053da42,3679.33,Vehicle,False,1,2024,3,1,March
129,0323d342-df6a-4f93-9a43-2f0a7daa39f0,5738811d-70c2-403f-ba8d-03aa782a65e0,21080.82,Medical,False,1,2023,7,19,July
130,40a26c60-0d27-4659-b72a-da9b2f32751e,10ba58e3-d276-4bdc-9d34-d08e7a4c75d4,45289.5,Home Damage,True,1,2025,5,20,May
131,93b7a886-12f7-4c97-bde3-1a516694c343,cfa701cd-2631-400b-a6d7-94d30db95301,24110.5,Vehicle,False,1,2023,10,28,October
132,15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,6a8a616f-c3b2-40d0-8edd-dfcd1e52d770,42745.67,Vehicle,True,1,2025,8,24,August
133,9e50aa42-ca6d-4da1-989b-c4da9b37a22b,e893be3d-7354-4a6f-a160-745985c7504b,11361.37,Vehicle,False,0,2021,10,21,October
134,96a9954f-dc33-41f9-8c1f-55ab715629ee,0f6b40d0-9efb-458b-9191-b3634e2d6645,19748.43,Home Damage,False,0,2025,8,17,August
135,19675f06-bd76-4e35-b5c9-b0479c10c572,43bfd931-3605-4f54-a021-c0ca3531968d,42105.03,Medical,True,1,2025,6,1,June
136,3d67cde9-2834-44c0-94c8-b3b4a911d192,68949b8d-00af-4b3a-a812-859a1337739e,29798.69,Home Damage,True,0,2021,7,18,July
137,784c2f29-9804-42a2-b07a-a066735435ea,48603b32-b4fb-4eb9-89c1-3de73b4206c5,32316.11,Medical,False,0,2022,2,18,February
138,1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,ca8f3653-c9af-48f8-83b9-da13ec856f37,2989.09,Vehicle,False,0,2024,2,11,February
139,cdccc33a-a943-4aa0-96fc-734da003cd28,398d1ca6-8b68-40b5-9d61-fac36cd5e859,23007.62,Vehicle,False,1,2025,5,6,May
140,44007d5a-e88d-4719-a624-2b40a5cb63a2,cae9b4a7-2a79-4a68-8f44-704f1247ea4e,37724.49,Vehicle,False,0,2024,10,23,October
141,d3016989-bfbb-417f-9854-ce4e4ebfa5c3,77fc9703-1fd5-4423-b06c-5c5649e2623d,23780.19,Home Damage,True,1,2023,7,10,July
142,670acc5c-b321-4f21-8dd8-eb85b04d3376,7010f719-7e69-4d0d-8a3c-3b5e801ef1da,11599.0,Medical,True,0,2025,5,23,May
143,e3b137fc-0a34-40fc-9918-ee461497d658,069f14f1-4018-4c6e-9a8c-fa3c5283aac7,47505.78,Medical,True,0,2022,11,2,November
144,ac9ed156-f63f-4e41-ba9a-ca5e176132ed,054f92ff-f366-4ad4-964d-b03f93403fad,12307.97,Vehicle,True,0,2024,11,9,November
145,d248a9a7-ac1a-4554-83c7-5611ffe3fa49,2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,23519.18,Vehicle,False,0,2022,1,9,January
146,7135f221-a6c9-437f-84da-d06a7872bdeb,6f962882-95d8-4980-bf37-d19c2e76128b,30491.69,Home Damage,True,0,2025,4,4,April
147,f8140102-7de1-4dfe-9072-5b5ca2814044,5230dfbd-5553-42fe-a889-803e5913f9d3,48253.68,Medical,True,1,2021,2,17,February
148,292bd156-db94-4570-9ac7-0ec0ab8ddeb4,a99f1318-49c8-443f-bed7-0ed7b194990b,29001.94,Vehicle,False,0,2022,4,29,April
149,c2b01cfd-d045-4d1c-a684-09e3f1f8343e,409d3602-5084-4242-968b-1625746f7891,4261.83,Home Damage,True,0,2023,6,6,June
150,c5c5b37a-f85e-46a1-9dad-09b252c21221,004b6fab-fcf5-4188-932e-6dcd83bc9478,35011.05,Vehicle,True,0,2022,9,12,September
151,764414fd-8ae7-49ed-9e8e-de0ba85c6e4a,9f64eeed-5c9d-427d-84b8-71bb300568d2,17686.59,Vehicle,False,0,2022,9,29,September
152,71299889-a01a-4992-bf9d-3e64c1a6423b,218a1536-8c99-4894-845d-cc38341c6494,25545.06,Vehicle,True,1,2024,6,23,June
153,e17f29e1-7028-4046-89bc-473fed7bf656,a14923c2-f920-464c-8763-fcd01f15c7b6,41205.38,Medical,False,1,2024,3,2,March
154,b5b453ca-3d42-493c-8c9f-d3349bdf0377,687213f9-8d60-4936-8380-2b708d03c91e,31961.46,Vehicle,True,1,2021,6,20,June
155,d7665cda-fe04-4059-b985-fb6217dc8eff,a5d04d53-1e12-42e3-b272-92b6762172ed,9218.78,Home Damage,False,1,2025,3,29,March
156,eec259dc-7f95-497c-a76a-a6ced50755d9,6a5d932b-45ff-4c83-b495-db4e82456fb4,23511.25,Home Damage,False,1,2024,4,5,April
157,78e3654b-faf1-4ff0-bb85-179ad5b077e0,30cbd755-6232-417a-a507-41818d1fb540,42659.8,Medical,False,1,2021,11,23,November
158,bf0d073d-821c-4336-9970-cf60ebff8d15,c5ce099c-46b8-4659-91df-12d7dd30de89,12571.24,Vehicle,False,1,2025,1,27,January
159,57021049-6a39-4aa6-9aba-c50dca3dd859,00a81de9-d20f-47d0-8465-6d6b81fb18b3,1920.65,Vehicle,True,1,2025,5,7,May
160,d664d264-4c6e-47ff-b9de-7a3a486822b9,dd81b7f5-7d59-41c6-a8f1-e091ffb8102d,10999.93,Vehicle,False,1,2023,8,12,August
161,7bfdcc12-89e0-4ab3-b250-ee18260a5962,6090d697-8b1e-4b9d-834b-9fbb8d4a75b8,44075.84,Home Damage,False,0,2022,5,27,May
162,de9e3757-5260-401e-aecf-67d2749176f4,620a60ac-9261-449d-bd22-5c30b28f41de,26073.05,Medical,True,0,2021,8,14,August
163,69288e92-c68a-452f-9b23-aa8c3bcabf85,e9d68f23-b489-4070-b914-f8a8bea4ff31,36143.7,Vehicle,True,1,2020,11,22,November
164,fd08b32c-62d6-4e93-a198-5d54cfb87e6f,26f05fcf-fb16-45db-a6ea-b79ed21c82f8,32472.19,Vehicle,False,0,2023,12,30,December
165,2051acef-097a-4e10-b6fe-bc0e7ecddbaf,19b17e80-dea4-4e17-94fd-9ad39716108e,5106.14,Medical,False,0,2023,3,10,March
166,1986b4b2-70b7-4868-9854-80f0dfcaf0b7,24e75e8e-b8f2-4423-83ed-d1f874f93d17,15657.2,Home Damage,False,1,2023,4,22,April
167,f84f16b3-a79f-4faf-9ef5-768968f45bce,43d88870-f81d-4aa1-8812-0a8e78308930,27896.91,Vehicle,False,1,2021,6,13,June
168,65c17795-b155-46bc-9f8d-ed9756abf2f1,aca2b148-da33-4aa1-941c-dfcdda0d4a5f,17914.62,Vehicle,False,1,2023,12,5,December
169,f4427e0b-6148-4bb3-889b-78d5dbfdd97e,7cea2045-c268-483e-a32f-2e63b7fddd71,12944.48,Medical,True,1,2022,4,5,April
170,9e11d2cd-0930-4ef6-8a80-068ddf547e50,4991ab9b-ebc2-426f-af34-cf65a193c4b2,6417.96,Home Damage,True,0,2021,1,7,January
171,1723199d-bf2c-44a0-ba3c-8a71ff574e2b,b4323070-a23d-4c2f-82a7-96891933918c,11211.04,Vehicle,False,1,2022,11,5,November
172,2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,530a37df-0bc6-4066-8769-165fe746ccb9,49035.28,Medical,False,0,2024,2,23,February
173,5bc440f1-4b1a-469b-8e5d-d462cbd00ef2,697c3923-87fa-441a-be83-b91f25440fe0,18363.61,Vehicle,True,0,2022,7,20,July
