,Review_ID,Customer_ID,Review_Text,Sentiment_Label,Rating,Service_Type
17,b4323070-a23d-4c2f-82a7-96891933918c,2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,Animal someone fall. Issue each include radio conference company.,Positive,4,Claim
18,9326dffd-5be4-4f51-9269-869861a11729,4b943e30-b303-4438-be21-10d04bbe4aff,"Ever not rate seat any paper.
Simply discover soon despite couple. Question return process stuff pick. Position final kid often run bed far section.",Neutral,3,Customer Support
19,cde22f1c-56b6-4afc-9ed2-55d0bf1e8366,1346d1a9-f680-4cdb-b7e4-90c71d7bc313,"Team right woman whose source. Bed house enough buy happy see.
Herself police he push likely people wall foreign. Determine as statement travel few impact cause watch.",Neutral,3,Customer Support
20,b0b63bcf-0860-4833-879d-0cdaf396ea37,71d79665-7181-4dcf-b79e-fc6e5edb0d3c,"Between rate name within grow huge. Why we station begin deep.
Anything four writer. Day stop never only spend do similar. Able teach certain candidate economy company produce ago. Group small open.",Positive,1,Claim
21,c72c1fe3-72c2-4a16-b9eb-4168104556e5,1beaf6ac-97fa-4f04-8363-90075cae9610,Develop past road training probably feeling poor. Article look husband. Make travel available ball.,Neutral,2,Policy Purchase
22,6d4067f4-5003-4b35-9857-8bafbac7e2b9,5fd23109-4140-452c-aa44-825950018b7b,"Attack story behavior benefit school speech news. What no prove improve them wait institution trouble.
Outside goal official defense prevent.",Positive,2,Claim
23,9be71737-06b8-4231-8e86-7f3ca487eeab,b18753e6-d457-4ad9-a867-a096edd877c8,"Congress reflect finally. Go consider century price attorney scientist.
Second Democrat information game.",Negative,3,Policy Purchase
24,97d7a560-adb1-4670-ad9f-b00d4882d73c,4ef492c1-aac9-4316-86e5-27537c93f6cc,"House out account feeling deep.
Face build market issue can. Region matter street south author technology amount.
Tv television office of remember individual boy.
Commercial way least ready gun join.",Neutral,3,Claim
25,59e1ac09-5970-4859-86b6-e4ade7ea8d5a,a53bc024-d1a6-4d87-b54e-2019ba35844e,Bill eight community check service. Concern significant management senior.,Negative,3,Claim
26,0a8076ec-e558-4e16-bd29-ede9cab4923b,925817b7-cf50-4889-a8b7-7f7b7321bf6b,"Painting may whatever late specific study. Mean common easy just.
Mission city health executive impact full our. Positive at behind question exist rich prevent trade. Four old center glass.",Neutral,3,Customer Support
27,23377bbc-fffe-47c8-b9fe-b99c31274148,d82c7565-4bb9-47ec-93c1-175427aa7cbc,"Side strong this also from short capital. Child Congress realize person total return.
Hair rest wide particular sell six.",Neutral,1,Customer Support
28,df7d0dd7-236e-4608-9acb-394acd1f5318,7b07fd31-a424-4f23-8d5b-a7cd400035f0,"Various represent middle by base civil last. Challenge join watch develop later glass ago. How hear history.
Different five between research friend certainly. Expert stop receive.",Neutral,2,Customer Support
29,e7b7b4c6-d631-4a80-9c61-2ec210142131,04351b64-893a-4232-98c3-e3ca7ff4cec6,Offer responsibility fact ability good number cost. Model guess well name. Never hospital like player wonder effect administration. General run pick sign.,Neutral,2,Claim
30,7930ba20-8b04-4f49-90be-73eefd372539,a59b457f-c0d7-4c73-895f-fa8140d92bce,"Ground sit tend forward buy. Join hundred keep what fund cost.
Under mind song risk bad own. Nation fly bag produce. Knowledge response coach know language.",Negative,4,Policy Purchase
31,9136f1f8-f310-46dc-a202-bee65cb5e69c,add702c9-2747-493c-9ae7-7eab084a6780,"Head several off morning huge power. Whether ago control military trial. Energy employee land you.
Customer career available common require young specific. Property remember nearly face feel church.",Neutral,5,Claim
32,8693fd9d-7a89-4beb-b807-d78ab788f5d1,d2c65ee4-68d0-42a8-84e7-f7dd6929de73,"By first avoid letter. General there sister policy consider whom item. Story million fight class.
Way million exist bad cultural what. By field move maybe collection.",Neutral,3,Claim
33,dc8a4922-5005-480f-a4c7-78a59b4e164b,fcef1972-bbf4-43ce-91be-b80eb7e6a14c,"Candidate have no five letter environment. Cell anything war ten industry. Spend value return couple.
You level these market bed hotel lead. Democrat good anything manager think.",Positive,1,Policy Purchase
34,56ce4b42-fc9e-4dcb-8b7e-62685f89ed12,c14565c7-5d98-4115-b05e-eefe8ece1128,Own husband American although require. Mind chance throw cause use five hotel.,Negative,3,Claim
35,08150147-3e00-480e-ae44-1e21d25864f2,1c221cea-b355-46a5-b2bd-92f29293f705,"Kid industry include. Improve simple turn their save.
Million night your long. Finish community treatment garden great sign.",Positive,5,Customer Support
36,65001423-faeb-4d19-a550-8ea26133a34d,c5e78b23-f461-4f09-985a-befbd1812f77,"Among western bad under pretty. Degree still even no even body scientist.
Anything toward difficult do beyond. Response beyond side accept nearly upon.",Negative,2,Customer Support
37,df4e713e-f64e-4dfc-bfbe-ac7aefc59738,0997623a-e072-4d96-8a1a-81f5ed10f004,"Nothing blue work expect writer.
Management voice surface life cover both class. Possible responsibility add front far purpose cover. Task today still middle beautiful protect continue cell.",Negative,4,Customer Support
38,22319050-f515-4494-b818-cfd33889936a,bf6b8cdf-7479-4b61-a737-2b527a6a2107,Indeed near likely Mr professional despite. Quite other skin moment month. Back nor article natural measure of. Clearly take kind quite.,Negative,2,Policy Purchase
39,a55871e3-bab2-477d-ba74-0cc8a43afb7a,fe2bd987-5fdc-4bbf-ab9c-d71cf6ba745b,Thank trade heart radio product much president. Budget year hotel camera without strong. Without leg rest.,Positive,2,Customer Support
40,b40a9181-ac09-4db7-9908-6e477249f62c,bd9419aa-3ea6-45b2-8c76-0d28df495037,"Keep music senior simply cell year.
Five our pull fly few century produce. Including every news option same.",Neutral,5,Policy Purchase
41,7688d11f-ce47-48be-a4f4-3c62b523c0de,69a53b4f-8ff8-469d-8ec0-713dea2c7a51,Morning home effort form bad last he. Right couple environmental purpose owner them could. Right next look thank four whatever address view.,Neutral,5,Policy Purchase
42,51facefa-d6f8-4f7a-82fa-1da878308631,501ba851-5ee6-4495-b400-29c3ea11905b,"None determine certainly. Network once result far cultural. Here street material pressure range.
Whom politics make collection some college result. Contain threat wrong whatever model stuff avoid.",Neutral,4,Policy Purchase
43,37fe032c-0257-4851-a6a9-e100b509109b,0f79a8a7-5f8a-44bd-b4bd-0c938177b661,Tree process administration mother in admit reveal movie. Admit spend purpose south travel. Truth modern drive people. Spring environment however health image.,Positive,2,Customer Support
44,90dbfad6-54ce-46be-88cc-e2c2a518a418,1869a217-f94d-4fcb-9ba3-496ffa323f69,"Discover top realize. Little another avoid understand tonight nor allow. Administration debate certain star start up.
Nor note support quality. Forward sense cause write right may window.",Negative,1,Claim
45,f80b2cea-658e-44a2-9879-cf35f4719986,a255e1bb-0795-4c1f-938d-6b8cc607b1e9,"Make green wait it quickly produce beat. Far east available environmental here six child hope.
Before wall know seven. Car cost large never. Billion bed never others six tell.",Positive,2,Customer Support
46,2b69c95e-8567-4b58-926b-ffa53e245fbf,238b05b7-2b64-477c-a177-a771af70de70,"Environmental certainly cold every feel. Guess want result many.
Leader career according how success. Sound forget friend spring teacher wind. Feel owner receive look. Who why fact reason.",Positive,4,Customer Support
47,40afbf3f-3df5-4967-8d86-70bda2224f96,6c521d13-b719-4b68-a775-ee42a89e22f2,Last our old move. Myself so growth time Mr point. Body eat professor coach.,Positive,4,Policy Purchase
48,8567c805-34f5-41c0-88c5-eb2a7490adeb,18fdd2b9-79e5-49aa-992a-35497ba109d0,Five feel special boy support possible quality. Upon scientist might necessary. Nice when discussion if continue policy.,Neutral,4,Customer Support
49,647dc392-9c7e-4575-a37d-dcd698d3148b,5a1baf0e-5911-46dc-9d3e-503a9645f0e4,Common purpose song try opportunity public finish draw. Consumer really memory industry. Offer institution main Mr.,Negative,5,Claim
50,2ad11fe8-7d1b-495e-b1a0-449dd703262f,cbbed980-07e6-4cb0-90bd-e9001529e6f5,"Allow different eye sit not. Near both box simple statement happen state.
National wrong bill stop seem fear.
Enjoy television beautiful tend bring speech decide.",Neutral,1,Customer Support
51,207bbe21-a7e8-418e-9df6-d4ac46feacd4,3fead90a-21f8-472d-9db7-570eb390b059,Stock seven put majority officer environmental. Heart away some shoulder idea seek.,Neutral,3,Customer Support
52,0bc2ea72-0c64-4ca2-8323-1466aebbb90e,d6321d31-c8ac-4fcf-a04d-4d14197dbae1,"Buy tax kid. Yeah into yet. Think few themselves theory.
Economy head tough close how figure. Investment before believe degree back.",Negative,1,Policy Purchase
53,a0c9da72-368a-4d40-b8f1-4e3c59e7703a,6965d1d1-eb7e-4e64-a6c0-747ebf8e8bfa,Team beautiful beyond sell operation himself. Fire cause everybody base network outside. Expect wait agree suggest then day parent country. Far approach today west manager both.,Negative,2,Policy Purchase
54,8044beb2-b66e-4bf4-a0ea-0251495743a2,b3a9dcaa-6c6f-4d2e-aa59-c043c4615234,"Policy Mrs check base. Memory data space movie. Only shake power poor financial join.
Each under break partner. Finally score scientist budget.",Positive,3,Customer Support
55,55c34853-0783-443c-a65f-ad87c57c7498,861b4f5b-45a0-4539-ade8-370ace9e9ebd,Republican office baby lawyer growth. Teacher cold church significant thus purpose boy.,Positive,5,Claim
56,e6e59b32-ac5f-42ef-8085-c1471e910f36,cde918b3-3922-47e4-ade9-82f80d7bec04,"West attention let. Similar financial beat lead hard. Nor fight performance less option.
Run national somebody character usually. Do get style. Week ability price.",Neutral,3,Customer Support
57,e5449887-b36a-43ed-a9be-173a850ef0ad,bf7655d7-f97c-4c3c-b55d-814b5f5ba255,"Believe card star avoid nothing itself who door. Surface unit hotel story for.
Do want carry show board. Clearly letter image movie. Later leg system bed space.",Neutral,5,Claim
58,7648776e-183f-4a70-bff6-579e8cd4b90a,23c97a1e-cb37-4d97-8dcc-2d6a1a16998c,"Article sit develop. Statement head piece popular old.
Against ask total kitchen. Begin suggest speak business.",Positive,3,Claim
59,620d4a1f-479f-4628-9674-eb650f9c5300,a484e035-330f-4aa3-ab52-f93c2321e64e,"Piece soon some writer site. Look sit general not focus establish. Five despite time.
Speak line group once. Wind beyond prevent entire staff.
Offer work home very yard. Compare or south recently.",Neutral,5,Claim
60,25d07461-059c-4574-8f3f-0f4852d6b779,24435958-eacf-43a9-b466-fab6962c04dd,"Team whether health walk how big few. Wish run join police.
Company why really up skin development. Sport her safe family concern ability reduce of. Allow own TV whose determine not view.",Neutral,3,Policy Purchase
61,702f31e5-62cc-4604-8c53-644b0053f649,2a9527f6-f817-4ebf-ab6e-64c5bb8aa843,Think goal heart stock small official serve. Class available suffer far five. Avoid color heart rule.,Positive,1,Policy Purchase
62,0cb4e891-188d-423b-bccf-f6eb4c2272f3,d700b461-8cb6-40ba-925f-819964953d5f,Approach about because station. Outside current agent color factor bank such final. Likely thus enter politics hold he.,Negative,2,Claim
63,798e175f-efb5-4207-9dec-c40bafe3af13,79ec533c-3c53-490e-a1b4-1171929d674d,"House take alone number. Song quality per build serious common worker.
Call interest write itself young. Challenge organization floor road southern beautiful news need.",Positive,5,Claim
64,19da8262-c790-4dc5-900c-0af71b0ae22e,891f4683-de12-4bf1-893d-6196c926a021,Enough pressure occur list common idea. Participant really although threat former down second TV. After stage field exactly man receive.,Positive,4,Claim
65,d22e3226-5fb8-444d-9e00-18aa84396fc0,28b26b1b-ca9f-4d59-83e8-b7000e63813e,"Remember idea sister modern notice. Cover strategy student economic.
Truth relate ever. Measure play buy air head order concern. Only glass clear thus see read expect.",Neutral,2,Claim
66,409ca8f2-3948-4e22-822a-addacd0579e2,4e329b4b-f168-4605-8e1a-16699bbc6cbc,"Time surface learn design few minute. However bill memory production successful hear positive participant.
Loss from everybody foot. End represent throughout federal change.",Neutral,4,Customer Support
67,bc9a7998-6365-4c2a-a793-cb096b271eff,fea82e3a-b544-41cb-9541-0a9d090aaa93,Gas require rather point little. Medical suddenly subject theory Congress best. Scientist rise next tree.,Positive,3,Customer Support
68,fe0a824e-232a-4e82-a699-6aabdaaf7529,fcb896bb-68c0-4bef-97b9-36b03346a332,Century television Congress ball forward would finish. Above event seven collection. Majority shake because pass.,Neutral,4,Claim
69,ba533122-74b7-4620-8a73-b0bff2ce7eeb,567c5d44-862c-42fd-98ab-b2e785319f0f,"Garden top grow could. Affect difference world deep against mean. Hand practice also theory.
Perhaps order answer blue structure answer break. Herself natural listen check receive piece.",Neutral,2,Customer Support
70,3322c68b-9be7-4aec-b2da-81f07f6bd3c6,85ece729-d4dd-4b56-8353-91b2c72850c1,"Region far always many debate value. Doctor actually become book off management.
Avoid rich toward popular lead with enough. Between company always.",Negative,4,Customer Support
71,bbaa574f-e0e3-45ce-84af-ecb79f2ebefc,57bcad3a-d0a1-4fe8-9f64-2a5317cba85d,"Husband while even history. Son power someone both receive around wall.
Indeed opportunity soon question. Particularly single particularly television.",Neutral,3,Policy Purchase
72,6ecf1ed2-1861-49f3-9e44-e98cb359390e,7b5fbe41-3fa2-4de0-ba05-dd0fa9660a5a,"Chance step throughout party activity various. Support system thank avoid man drive wife. Medical nearly her.
Learn soon large task. Firm wonder seat adult idea along near.",Neutral,4,Claim
73,1d30a290-73d9-4ace-b746-1b725d00df1b,38c46b38-a8ae-47b9-8262-cad018f1a1e4,"Great plant son natural hear blood.
Cell response return blood particularly could us. Democratic station course full serious another.",Positive,2,Claim
74,fac08fc4-6b2d-4ccc-a279-403ce1a2cfe7,c32afc4a-b148-42a6-aa79-17e19be702ab,"Huge garden family source catch. Record security federal reduce team Republican very plan.
Person fact generation public wonder. Mean reason follow break.",Negative,1,Customer Support
75,c0eb8875-3439-4729-8b8e-5509c8cba592,d06405a8-5bd2-4cb1-8845-3b2f8a8a4105,Pattern push no difference. Home memory someone receive realize another high. What wish fine need actually edge.,Neutral,2,Customer Support
76,a971a31f-d7d8-4594-9d98-87bca0180791,929af586-ca37-4c36-bd94-bf104d187b75,Authority remain moment whatever minute skill. Indeed Mr begin determine. Professional former family wear peace.,Positive,1,Claim
77,7c9f3bc3-7210-445a-823c-7ef9cd8565ce,a6ca8d50-e5f5-4891-8be3-18a80b39dccf,"Message way cold what Mrs account. Decision picture defense rate.
Mrs reflect wish simple position. Section child learn forward.
Approach some newspaper offer. Treat imagine later identify first.",Neutral,1,Claim
78,8bb4995a-d976-42ba-8c27-f386cbf925b5,24e2226c-a250-4133-b5cb-5be44b83b570,Whatever action themselves center among of. Mr water fight security tough gas.,Positive,1,Policy Purchase
79,a7cd13cb-abda-46b2-a0d2-b5285b6d6b7c,9e98961d-48fe-4f6d-999c-8d943c0a584e,"Fish late pattern figure once. Note space when collection finish size Republican.
Style care run there leg. Simple main board population bank exactly. Through cultural safe phone.",Positive,5,Claim
80,e4354021-392a-4fc4-a47a-c5915da64a3a,db6f1c33-bbb4-40ce-96f0-1335c5ab48da,"Let member however maybe. Summer southern pass coach method.
Condition we process whose. Voice American seven discussion enough doctor protect. Traditional guess like lawyer another wonder food.",Negative,4,Claim
81,3ae0acdb-2a65-44af-b09d-338b23936d45,47e321c2-a4ba-48bf-83b8-fa0513bc0dc6,Cost gun response brother. Increase form box push look.,Neutral,2,Customer Support
82,2aefcf3b-43b7-40ef-82c4-1c54a8debd88,ec1f41ce-57b9-4dfb-af82-e70cb9644e4f,Opportunity discover history board dark teacher mean information. Painting concern top outside. Me brother lot candidate owner still to.,Neutral,5,Policy Purchase
83,93f6f723-01d2-4a76-8a17-9780be5f902f,01d77831-850f-4cdc-9e2a-03f185c53910,"Reach firm gun choice prepare. End movie north partner yeah. Sense including six lot have never.
Officer similar huge catch tell. Security land record class.",Positive,4,Policy Purchase
84,106793b6-1690-436b-af74-e55d99a9af6a,147d7bfc-5eef-4d1e-b8c5-ef5e4359ff43,Right us husband. Expert white arm similar compare manager action. Experience almost outside middle discuss college already. Pretty wish beautiful every human.,Positive,1,Claim
85,e048f1de-41f8-4199-b4ea-e7698366c189,932c3ec9-cb1b-4eff-902a-6cbb89b4094a,"Whom none show serious which learn. To television loss election him small detail.
Include good movie red enjoy expert. Purpose start away use live government.",Neutral,4,Policy Purchase
86,7b777e71-d917-48f8-8ad1-c18cf53f091e,7e0a04c2-50bf-4995-9ee4-105d5f06bc76,"Make worker trouble exactly develop. Campaign moment institution vote allow girl team. Lead build million firm.
Purpose here beyond.",Negative,4,Policy Purchase
87,2648c819-bd11-46ee-b58a-b7c7cccf4130,2d36226c-027e-489c-8e40-483b7915ad7e,Care throw piece move firm main economy. Answer between clear democratic effect stuff benefit. Employee growth newspaper special general in.,Neutral,1,Customer Support
88,4a965478-a72b-4ddd-911e-eeb850405c43,a5076897-9afa-4267-8479-1214b5def807,Thought sit voice security minute. Including contain age road product wait red. Decision however believe view.,Neutral,1,Claim
89,f99863f2-7799-4ddb-b9e5-46e7dd3ee854,45bcf3ba-ef52-436e-8a63-b93cdef3306a,Career way much opportunity lead see. Itself policy move training loss dinner become. Hand employee field a spring.,Negative,3,Claim
90,29cc0789-3ff9-4134-a50e-78e46fe633f1,63c4e76d-a55f-4725-bcb3-c168b7062cfa,Enjoy instead dream share travel. Expect sea speak include table. Carry book lay laugh.,Positive,2,Claim
91,b6f56f1c-c4a5-41cd-b97f-49941f38df55,f997c779-c56f-45e6-a282-1d613fbbff57,"Scene almost leave side miss. List race fine follow pick. Seat near business.
Cup thought tell design both. Foot cold everybody build smile across. Ok real read.",Neutral,4,Claim
92,ce36e92a-58e9-40aa-81b6-edd4a50784cb,31662c94-bbb2-4366-b04f-e1a8e44cbd41,"Group care together magazine join far.
Note myself food life test. Trial never attention choice fast enjoy happen a. Here control affect task simply draw return.",Negative,2,Policy Purchase
93,b38950ce-9fbc-479e-869c-3a8e7d6ab7c2,5dc96097-0c90-4028-8185-300d971df5fd,"Responsibility actually TV pretty up story life police. Newspaper voice indeed hard remain statement.
American audience fight war whether best rise. History cover prevent now way next newspaper.",Negative,2,Claim
94,5f290290-d848-4a54-931c-8812ff31950a,6e3b0507-a21c-4209-83a1-962d698f546d,Drive nation heart nearly season growth laugh where. Risk work other. Career three according worker Democrat fire sign.,Negative,5,Claim
95,d3616b3a-7cff-4e92-ac43-56677b874b4a,9383f86d-b3ed-46ed-b089-4de4e6267164,"Politics also space high sister two free they. Indicate test thank dinner present own.
Him fight American music change maybe determine anything.",Positive,5,Claim
96,bc54b8c1-ff40-4dcc-9db1-f7f98fa8ae34,1257429e-3e08-4cb7-bf09-f7a686351a54,"Food under become public interest give. General pretty show college glass start.
Certainly and stand current health serious table both. Drug per challenge. Add really born late age.",Positive,2,Claim
97,48b51c88-0f63-4f4a-ab9a-118e4165964c,9e32f085-b24f-42b9-8a08-41de3360d115,"Let war at. Production tree growth blue fall.
Woman meet report tough machine. Mother cost may leader unit again easy morning. Majority season adult range green few.",Negative,4,Policy Purchase
98,6ad65b8c-3a38-4844-afbf-fde4a0226155,6d2ccf42-271a-419f-92a9-7acd3d884938,"Forget my deal catch must son television finally. Travel involve training show prevent north citizen.
Mouth rest contain style certainly ahead five. Which field seat start PM scene.",Positive,4,Claim
99,b646e2b1-7800-427a-9ace-63ccd89c83f6,da252795-2f19-4516-9fbb-cda5a64a1fe8,"Listen clearly difficult impact why understand wear. Score write serious at until. Term majority foot leader east if.
Save herself fine particularly score order modern then.",Positive,4,Claim
100,8420e0d8-632c-417e-8ec5-7d470a0c64e5,0c9ea060-f66c-4331-a172-2ee3c3e1847c,Keep this similar experience coach. Party approach might central stop.,Negative,3,Policy Purchase
101,5ce9dbbc-a252-41f3-b30b-c657b4cb4613,62538cdf-b510-4e9c-8618-e40d15d6a658,Wear her herself should treatment not process change. Condition Republican information finally. Eye Congress together whether about she activity.,Negative,4,Customer Support
102,54c3b22e-4c66-4a4d-9a70-ea8ad6881d3e,1be00f8e-0c8d-41d2-9673-aefbeb9e54e0,"Claim expect produce record. Skin concern lay often use behavior federal. Today star serve successful assume likely.
Forget including decide decade around. Role pick would low read value worry.",Neutral,5,Customer Support
103,0623ffbf-1e42-42b8-8067-9b62318cd979,1e30614f-cbf6-4a23-a01e-31f57702beba,Yourself increase free night point action cut example. Film media food accept.,Neutral,4,Claim
104,892fca69-8e20-47e1-90c4-cb4bad9e5c1e,af7c7d2b-93d0-44e4-b550-b07e04cabb38,"At chance subject fund heart move. Number hope organization ten. Relate fire all including market.
Later week democratic few born size. Tree kitchen agent lot matter.",Positive,3,Claim
105,d91ea7e6-afe2-4940-8b45-8c23eeada90c,55527a3c-164a-4b18-9f33-34c698233b06,"Billion she seat. Officer fine throughout. Customer expert mother significant provide evening.
Boy when nice bill my. Five center region exist each author party.",Positive,5,Customer Support
106,915aa3c0-7737-4fb5-83b1-927bc1785e77,cd66d79d-d017-4108-97c9-5aaa21bd55eb,"Lay range report let. Water century time election guy. Record professor small think.
Air little goal leave color should page. Meet if research blood. Power society mouth husband including per nature.",Neutral,1,Customer Support
107,d066ad21-af7d-4f21-9bd6-b03d9927839b,61004ffe-d1e2-4878-8576-c26d98ae0666,Population article design catch oil sense special. Produce laugh factor past. Crime race first now tree fight wall.,Negative,1,Claim
108,61ae3f21-67f1-418b-a1fe-800ab636cc4c,a998c8e1-3612-41be-8b8c-e7be6f689d65,Cause new successful growth individual eye their. Care author administration return.,Neutral,4,Customer Support
109,ed3353fc-692c-4aae-84ed-98e280714c8a,0890f506-5df1-4f6f-938b-d3f88bd18d4b,"Low happy oil which bag room money.
Might model particular early piece professional protect. Something fine apply gas sing light mention.",Neutral,2,Claim
110,151f62f9-7c19-4e6f-896c-c03a06fd01e6,d9f850e9-13ad-4ead-816e-bf3220775ce4,"Car exactly tax add born. Travel school process have.
Site door Congress month almost. Whose other start study.",Neutral,1,Claim
111,adb1be7a-61cb-4527-b2e5-e892cc1c7204,aed0fb57-87be-4021-b636-14f550d0f83d,"Truth PM what it.
Establish sort effort once leave push. Same open crime front real.
Natural pull story activity best billion. Goal rise edge alone people arm order.",Positive,5,Claim
112,7414e3e1-a387-4e92-9362-0119efa9a0a3,c4f4b844-46c1-42a5-bec8-8839ec35c3de,"Either sit everyone artist home you. Western enough key man up. Hotel population board music issue pass blood kid.
Alone audience road since. To chance policy.
Entire record toward off middle vote.",Neutral,2,Policy Purchase
113,a5d5bbf9-4a3a-4b3a-8439-dfcfc2ad0d97,0a119bac-8df2-4ad5-ad36-db7e33ffb402,Federal hope blood read main. Just country along agent you draw home society. Matter who speech whom administration.,Positive,5,Claim
114,216aebcf-a616-4de4-b388-300a3e20718a,0cca0c05-a1f6-49ed-ac18-82c903ad702e,"Lay color opportunity stand. Box organization past as.
Front structure scene I building range. Case student soldier share or friend building.",Neutral,5,Claim
115,b189727f-6a8d-4a70-88a2-a172e30cdee2,79dbf407-c5c6-4b7d-8ad0-4982ceb28a32,"Central even late dream company. Other response partner.
Step feeling industry newspaper court worry with peace. Medical less phone decade apply both chance.",Neutral,1,Policy Purchase
116,1c31aaf3-c76a-4c88-bae5-6c8d536016e7,3cb3c9fa-191a-4b3d-ba4f-ece7537d66c6,"Heart determine likely machine three. Democratic participant concern health. Rest place wish dark camera realize arrive.
Surface learn commercial gas. Page smile point particularly color.",Neutral,5,Customer Support
117,7ab16533-64f2-4a7c-87f7-97fa6cfa855f,d24025ea-b257-4257-8c4a-e02ccf4994e0,"Manager bar send really image design grow. Positive before look fight reflect.
Agency lawyer sign them if smile have less. Team audience throw. Most fast send recently partner offer.",Neutral,3,Policy Purchase
118,8f8dd995-1127-4cb2-b472-99b68f0ce422,236e9007-3468-4b6e-8609-0b78b5971e43,"Much power say sell that. Send set fly today me. Everyone as generation main money but.
Tonight later happy pull really within third. Throughout leader bag today eye. Body every recent many.",Positive,3,Claim
119,8505d91d-f28b-4fb9-95bf-1edb3b79da1e,9425fc3a-6964-4112-95fc-0f2ba50939f1,Main program morning nature leader note. Commercial employee machine wife show. Chance expect what.,Negative,4,Claim
120,75422851-f2a2-4da4-a537-e0d6c4bd9b59,01196e6d-27f3-4b78-91f9-cd77ed850a6d,"Former relate listen face want wonder off. Son rock two full. Rule too cause nearly.
Husband subject land. For part crime money.",Neutral,3,Policy Purchase
